"","ll_id","OCEAN","REGION","REGION_SUB","SI_LATI","SI_LONG","YEAR","DATE","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5"
"1355",1355,"CARIB","FLK","Upper Keys",25.06805,-80.3203,2014,"6/27/2014",-80.3208333333333,25.0708333333333,-80.3125,25.0625
"1356",1356,"CARIB","FLK","Upper Keys",25.06988333,-80.33738333,2014,"6/27/2014",-80.3375,25.0708333333333,-80.3541666666667,25.0625
"1357",1357,"CARIB","FLK","Upper Keys",25.13091667,-80.3643,2014,"6/27/2014",-80.3625,25.1291666666667,-80.3541666666667,25.1458333333333
"1358",1358,"CARIB","FLK","Upper Keys",25.14628333,-80.2574,2014,"6/29/2014",-80.2541666666667,25.1458333333333,-80.2708333333333,25.1458333333333
"1359",1359,"CARIB","FLK","Upper Keys",25.14823333,-80.25866667,2014,"6/29/2014",-80.2625,25.1458333333333,-80.2708333333333,25.1458333333333
"1360",1360,"CARIB","FLK","Upper Keys",25.1471,-80.25331667,2014,"6/29/2014",-80.2541666666667,25.1458333333333,-80.2708333333333,25.1458333333333
"1361",1361,"CARIB","FLK","Upper Keys",25.14466667,-80.2571,2014,"6/29/2014",-80.2541666666667,25.1458333333333,-80.2708333333333,25.1458333333333
"1362",1362,"CARIB","FLK","Upper Keys",25.13998333,-80.25945,2014,"6/29/2014",-80.2625,25.1375,-80.2708333333333,25.1458333333333
"1363",1363,"CARIB","FLK","Upper Keys",25.1479,-80.27471667,2014,"6/29/2014",-80.2708333333333,25.1458333333333,-80.2708333333333,25.1458333333333
"1364",1364,"CARIB","FLK","Upper Keys",25.16616667,-80.28101667,2014,"6/30/2014",-80.2791666666667,25.1625,-80.2708333333333,25.1458333333333
"1365",1365,"CARIB","FLK","Upper Keys",25.1632,-80.27803333,2014,"6/30/2014",-80.2791666666667,25.1625,-80.2708333333333,25.1458333333333
"1366",1366,"CARIB","FLK","Upper Keys",25.15986667,-80.28541667,2014,"6/30/2014",-80.2875,25.1625,-80.2708333333333,25.1458333333333
"1367",1367,"CARIB","FLK","Upper Keys",25.15563333,-80.28663333,2014,"6/30/2014",-80.2875,25.1541666666667,-80.2708333333333,25.1458333333333
"1368",1368,"CARIB","FLK","Upper Keys",25.15471667,-80.26898333,2014,"6/30/2014",-80.2708333333333,25.1541666666667,-80.2708333333333,25.1458333333333
"1369",1369,"CARIB","FLK","Upper Keys",25.13328333,-80.26426667,2014,"7/1/2014",-80.2625,25.1291666666667,-80.2708333333333,25.1458333333333
"1370",1370,"CARIB","FLK","Upper Keys",25.17858333,-80.24728333,2014,"7/1/2014",-80.2458333333333,25.1791666666667,-80.2291666666667,25.1875
"1371",1371,"CARIB","FLK","Upper Keys",25.17676667,-80.24105,2014,"7/1/2014",-80.2375,25.1791666666667,-80.2291666666667,25.1875
"1372",1372,"CARIB","FLK","Upper Keys",25.17915,-80.26211667,2014,"7/1/2014",-80.2625,25.1791666666667,-80.2708333333333,25.1875
"1373",1373,"CARIB","FLK","Upper Keys",25.06081667,-80.3284,2014,"7/13/2014",-80.3291666666667,25.0625,-80.3125,25.0625
"1374",1374,"CARIB","FLK","Upper Keys",25.05535,-80.36401667,2014,"7/13/2014",-80.3625,25.0541666666667,-80.3541666666667,25.0625
"1375",1375,"CARIB","FLK","Upper Keys",25.06058333,-80.35911667,2014,"7/13/2014",-80.3625,25.0625,-80.3541666666667,25.0625
"1376",1376,"CARIB","FLK","Upper Keys",25.06823333,-80.39251667,2014,"7/13/2014",-80.3958333333333,25.0708333333333,-80.3958333333333,25.0625
"1377",1377,"CARIB","FLK","Upper Keys",25.07145,-80.39053333,2014,"7/13/2014",-80.3875,25.0708333333333,-80.3958333333333,25.0625
"1378",1378,"CARIB","FLK","Upper Keys",25.03936667,-80.34421667,2014,"7/14/2014",-80.3458333333333,25.0375,-80.3541666666667,25.0208333333333
"1379",1379,"CARIB","FLK","Upper Keys",25.03613333,-80.346,2014,"7/14/2014",-80.3458333333333,25.0375,-80.3541666666667,25.0208333333333
"1380",1380,"CARIB","FLK","Upper Keys",25.03608333,-80.34755,2014,"7/14/2014",-80.3458333333333,25.0375,-80.3541666666667,25.0208333333333
"1381",1381,"CARIB","FLK","Upper Keys",25.20013333,-80.22521667,2014,"7/15/2014",-80.2291666666667,25.2041666666667,-80.2291666666667,25.1875
"1382",1382,"CARIB","FLK","Upper Keys",25.20215,-80.22315,2014,"7/15/2014",-80.2208333333333,25.2041666666667,-80.2291666666667,25.1875
"1383",1383,"CARIB","FLK","Upper Keys",25.20366667,-80.22653333,2014,"7/15/2014",-80.2291666666667,25.2041666666667,-80.2291666666667,25.1875
"1384",1384,"CARIB","FLK","Upper Keys",25.2045,-80.22876667,2014,"7/15/2014",-80.2291666666667,25.2041666666667,-80.2291666666667,25.1875
"1385",1385,"CARIB","FLK","Upper Keys",25.20698333,-80.2209,2014,"7/15/2014",-80.2208333333333,25.2041666666667,-80.2291666666667,25.1875
"1386",1386,"CARIB","FLK","Upper Keys",25.2083,-80.21976667,2014,"7/16/2014",-80.2208333333333,25.2041666666667,-80.2291666666667,25.1875
"1387",1387,"CARIB","FLK","Upper Keys",25.21895,-80.20678333,2014,"7/16/2014",-80.2041666666667,25.2208333333333,-80.1875,25.2291666666667
"1388",1388,"CARIB","FLK","Upper Keys",25.2201,-80.21101667,2014,"7/16/2014",-80.2125,25.2208333333333,-80.2291666666667,25.2291666666667
"1389",1389,"CARIB","FLK","Upper Keys",25.22373333,-80.2093,2014,"7/16/2014",-80.2125,25.2208333333333,-80.2291666666667,25.2291666666667
"1390",1390,"CARIB","FLK","Upper Keys",25.2229,-80.23018333,2014,"7/17/2014",-80.2291666666667,25.2208333333333,-80.2291666666667,25.2291666666667
"1391",1391,"CARIB","FLK","Upper Keys",25.22693333,-80.21636667,2014,"7/17/2014",-80.2125,25.2291666666667,-80.2291666666667,25.2291666666667
"1392",1392,"CARIB","FLK","Upper Keys",25.22271667,-80.2195,2014,"7/17/2014",-80.2208333333333,25.2208333333333,-80.2291666666667,25.2291666666667
"1393",1393,"CARIB","FLK","Upper Keys",25.21573333,-80.22856667,2014,"7/17/2014",-80.2291666666667,25.2125,-80.2291666666667,25.2291666666667
"1394",1394,"CARIB","FLK","Upper Keys",25.03251667,-80.35008333,2014,"7/21/2014",-80.3541666666667,25.0291666666667,-80.3541666666667,25.0208333333333
"1395",1395,"CARIB","FLK","Upper Keys",25.03375,-80.35125,2014,"7/21/2014",-80.3541666666667,25.0375,-80.3541666666667,25.0208333333333
"1396",1396,"CARIB","FLK","Upper Keys",25.03803333,-80.35083333,2014,"7/21/2014",-80.3541666666667,25.0375,-80.3541666666667,25.0208333333333
"1397",1397,"CARIB","FLK","Upper Keys",25.0374,-80.35195,2014,"7/21/2014",-80.3541666666667,25.0375,-80.3541666666667,25.0208333333333
"1398",1398,"CARIB","FLK","Upper Keys",25.20828333,-80.2294,2014,"7/22/2014",-80.2291666666667,25.2041666666667,-80.2291666666667,25.1875
"1399",1399,"CARIB","FLK","Upper Keys",25.20885,-80.2431,2014,"7/22/2014",-80.2458333333333,25.2125,-80.2291666666667,25.2291666666667
"1400",1400,"CARIB","FLK","Upper Keys",25.20958333,-80.27553333,2014,"7/22/2014",-80.2791666666667,25.2125,-80.2708333333333,25.2291666666667
"1401",1401,"CARIB","FLK","Upper Keys",25.14103333,-80.36016667,2014,"7/22/2014",-80.3625,25.1375,-80.3541666666667,25.1458333333333
"1402",1402,"CARIB","FLK","Upper Keys",25.15958333,-80.24428333,2014,"7/23/2014",-80.2458333333333,25.1625,-80.2291666666667,25.1458333333333
"1403",1403,"CARIB","FLK","Upper Keys",25.17176667,-80.242,2014,"7/23/2014",-80.2458333333333,25.1708333333333,-80.2291666666667,25.1875
"1404",1404,"CARIB","FLK","Upper Keys",25.17691667,-80.26536667,2014,"7/23/2014",-80.2625,25.1791666666667,-80.2708333333333,25.1875
"1405",1405,"CARIB","FLK","Upper Keys",25.20425,-80.3271,2014,"7/23/2014",-80.3291666666667,25.2041666666667,-80.3125,25.1875
"1406",1406,"CARIB","FLK","Upper Keys",25.04431667,-80.36668333,2014,"7/24/2014",-80.3708333333333,25.0458333333333,-80.3541666666667,25.0625
"1407",1407,"CARIB","FLK","Upper Keys",25.04,-80.37776667,2014,"7/24/2014",-80.3791666666667,25.0375,-80.3958333333333,25.0208333333333
"1408",1408,"CARIB","FLK","Upper Keys",25.02655,-80.40328333,2014,"7/24/2014",-80.4041666666667,25.0291666666667,-80.3958333333333,25.0208333333333
"1409",1409,"CARIB","FLK","Lower Keys",24.4537,-81.87398333,2014,"8/4/2014",-81.8708333333333,24.4541666666667,-81.8541666666667,24.4375
"1410",1410,"CARIB","FLK","Lower Keys",24.45235,-81.87653333,2014,"8/4/2014",-81.8791666666667,24.4541666666667,-81.8958333333333,24.4375
"1411",1411,"CARIB","FLK","Lower Keys",24.4521,-81.87341667,2014,"8/4/2014",-81.8708333333333,24.4541666666667,-81.8541666666667,24.4375
"1412",1412,"CARIB","FLK","Lower Keys",24.45521667,-81.87708333,2014,"8/4/2014",-81.8791666666667,24.4541666666667,-81.8958333333333,24.4375
"1413",1413,"CARIB","FLK","Lower Keys",24.4512,-81.88125,2014,"8/5/2014",-81.8791666666667,24.4541666666667,-81.8958333333333,24.4375
"1414",1414,"CARIB","FLK","Lower Keys",24.45663333,-81.8785,2014,"8/5/2014",-81.8791666666667,24.4541666666667,-81.8958333333333,24.4375
"1415",1415,"CARIB","FLK","Lower Keys",24.4565,-81.8687,2014,"8/5/2014",-81.8708333333333,24.4541666666667,-81.8541666666667,24.4375
"1416",1416,"CARIB","FLK","Lower Keys",24.45471667,-81.85908333,2014,"8/5/2014",-81.8625,24.4541666666667,-81.8541666666667,24.4375
"1417",1417,"CARIB","FLK","Lower Keys",24.45391667,-81.85768333,2014,"8/5/2014",-81.8541666666667,24.4541666666667,-81.8541666666667,24.4375
"1418",1418,"CARIB","FLK","Lower Keys",24.45513333,-81.85613333,2014,"8/5/2014",-81.8541666666667,24.4541666666667,-81.8541666666667,24.4375
"1419",1419,"CARIB","FLK","Lower Keys",24.45436667,-81.8553,2014,"8/5/2014",-81.8541666666667,24.4541666666667,-81.8541666666667,24.4375
"1420",1420,"CARIB","FLK","Lower Keys",24.51605,-81.92446667,2014,"8/6/2014",-81.9208333333333,24.5125,-81.9375,24.5208333333333
"1421",1421,"CARIB","FLK","Lower Keys",24.5132,-81.95223333,2014,"8/6/2014",-81.9541666666667,24.5125,-81.9375,24.5208333333333
"1422",1422,"CARIB","FLK","Lower Keys",24.44423333,-81.98798333,2014,"8/6/2014",-81.9875,24.4458333333333,-81.9791666666667,24.4375
"1423",1423,"CARIB","FLK","Lower Keys",24.44403333,-81.96668333,2014,"8/6/2014",-81.9708333333333,24.4458333333333,-81.9791666666667,24.4375
"1424",1424,"CARIB","FLK","Lower Keys",24.44615,-81.94971667,2014,"8/6/2014",-81.9458333333333,24.4458333333333,-81.9375,24.4375
"1425",1425,"CARIB","FLK","Lower Keys",24.44308333,-81.93498333,2014,"8/6/2014",-81.9375,24.4458333333333,-81.9375,24.4375
"1426",1426,"CARIB","FLK","Lower Keys",24.4832,-81.94671667,2014,"8/7/2014",-81.9458333333333,24.4791666666667,-81.9375,24.4791666666667
"1427",1427,"CARIB","FLK","Lower Keys",24.47816667,-81.94736667,2014,"8/7/2014",-81.9458333333333,24.4791666666667,-81.9375,24.4791666666667
"1428",1428,"CARIB","FLK","Lower Keys",24.47675,-81.94853333,2014,"8/7/2014",-81.9458333333333,24.4791666666667,-81.9375,24.4791666666667
"1429",1429,"CARIB","FLK","Lower Keys",24.45621667,-81.93711667,2014,"8/7/2014",-81.9375,24.4541666666667,-81.9375,24.4375
"1430",1430,"CARIB","FLK","Lower Keys",24.44721667,-81.91066667,2014,"8/7/2014",-81.9125,24.4458333333333,-81.8958333333333,24.4375
"1431",1431,"CARIB","FLK","Lower Keys",24.47395,-81.94066667,2014,"8/8/2014",-81.9375,24.4708333333333,-81.9375,24.4791666666667
"1432",1432,"CARIB","FLK","Lower Keys",24.46268333,-81.95651667,2014,"8/8/2014",-81.9541666666667,24.4625,-81.9375,24.4791666666667
"1433",1433,"CARIB","FLK","Lower Keys",24.44518333,-81.92666667,2014,"8/8/2014",-81.9291666666667,24.4458333333333,-81.9375,24.4375
"1434",1434,"CARIB","FLK","Lower Keys",24.4497,-81.9135,2014,"8/8/2014",-81.9125,24.4458333333333,-81.8958333333333,24.4375
"1435",1435,"CARIB","FLK","Lower Keys",24.4739,-81.9023,2014,"8/9/2014",-81.9041666666667,24.4708333333333,-81.8958333333333,24.4791666666667
"1436",1436,"CARIB","FLK","Lower Keys",24.45905,-81.8456,2014,"8/9/2014",-81.8458333333333,24.4625,-81.8541666666667,24.4791666666667
"1437",1437,"CARIB","FLK","Lower Keys",24.45966667,-81.84403333,2014,"8/9/2014",-81.8458333333333,24.4625,-81.8541666666667,24.4791666666667
"1438",1438,"CARIB","FLK","Lower Keys",24.48721667,-81.84361667,2014,"8/9/2014",-81.8458333333333,24.4875,-81.8541666666667,24.4791666666667
"1439",1439,"CARIB","FLK","Lower Keys",24.46651667,-81.82291667,2014,"8/11/2014",-81.8208333333333,24.4625,-81.8125,24.4791666666667
"1440",1440,"CARIB","FLK","Lower Keys",24.46891667,-81.80366667,2014,"8/11/2014",-81.8041666666667,24.4708333333333,-81.8125,24.4791666666667
"1441",1441,"CARIB","FLK","Lower Keys",24.46835,-81.79396667,2014,"8/11/2014",-81.7958333333333,24.4708333333333,-81.8125,24.4791666666667
"1442",1442,"CARIB","FLK","Lower Keys",24.46916667,-81.76741667,2014,"8/11/2014",-81.7708333333333,24.4708333333333,-81.7708333333333,24.4791666666667
"1443",1443,"CARIB","FLK","Lower Keys",24.47215,-81.76485,2014,"8/11/2014",-81.7625,24.4708333333333,-81.7708333333333,24.4791666666667
"1444",1444,"CARIB","FLK","Lower Keys",24.47175,-81.74743333,2014,"8/11/2014",-81.7458333333333,24.4708333333333,-81.7291666666667,24.4791666666667
"1445",1445,"CARIB","FLK","Lower Keys",24.474,-81.74351667,2014,"8/12/2014",-81.7458333333333,24.4708333333333,-81.7291666666667,24.4791666666667
"1446",1446,"CARIB","FLK","Lower Keys",24.48586667,-81.74561667,2014,"8/12/2014",-81.7458333333333,24.4875,-81.7291666666667,24.4791666666667
"1447",1447,"CARIB","FLK","Lower Keys",24.50898333,-81.72856667,2014,"8/12/2014",-81.7291666666667,24.5125,-81.7291666666667,24.5208333333333
"1448",1448,"CARIB","FLK","Lower Keys",24.47813333,-81.72611667,2014,"8/12/2014",-81.7291666666667,24.4791666666667,-81.7291666666667,24.4791666666667
"1449",1449,"CARIB","FLK","Lower Keys",24.48213333,-81.71598333,2014,"8/12/2014",-81.7125,24.4791666666667,-81.7291666666667,24.4791666666667
"1450",1450,"CARIB","FLK","Lower Keys",24.48003333,-81.7089,2014,"8/13/2014",-81.7125,24.4791666666667,-81.7291666666667,24.4791666666667
"1451",1451,"CARIB","FLK","Lower Keys",24.48238333,-81.70705,2014,"8/13/2014",-81.7041666666667,24.4791666666667,-81.6875,24.4791666666667
"1452",1452,"CARIB","FLK","Lower Keys",24.48073333,-81.71178333,2014,"8/13/2014",-81.7125,24.4791666666667,-81.7291666666667,24.4791666666667
"1453",1453,"CARIB","FLK","Lower Keys",24.48568333,-81.70745,2014,"8/13/2014",-81.7041666666667,24.4875,-81.6875,24.4791666666667
"1454",1454,"CARIB","FLK","Lower Keys",24.49305,-81.71403333,2014,"8/13/2014",-81.7125,24.4958333333333,-81.7291666666667,24.4791666666667
"1455",1455,"CARIB","FLK","Lower Keys",24.49158333,-81.72005,2014,"8/13/2014",-81.7208333333333,24.4875,-81.7291666666667,24.4791666666667
"1456",1456,"CARIB","FLK","Lower Keys",24.50478333,-81.7207,2014,"8/14/2014",-81.7208333333333,24.5041666666667,-81.7291666666667,24.5208333333333
"1457",1457,"CARIB","FLK","Lower Keys",24.50943333,-81.7212,2014,"8/14/2014",-81.7208333333333,24.5125,-81.7291666666667,24.5208333333333
"1458",1458,"CARIB","FLK","Lower Keys",24.55211667,-81.6969,2014,"8/14/2014",-81.6958333333333,24.5541666666667,-81.6875,24.5625
"1459",1459,"CARIB","FLK","Lower Keys",24.55143333,-81.6925,2014,"8/14/2014",-81.6958333333333,24.5541666666667,-81.6875,24.5625
"1460",1460,"CARIB","FLK","Lower Keys",24.50571667,-81.71071667,2014,"8/15/2014",-81.7125,24.5041666666667,-81.7291666666667,24.5208333333333
"1461",1461,"CARIB","FLK","Lower Keys",24.52138333,-81.70015,2014,"8/15/2014",-81.7041666666667,24.5208333333333,-81.6875,24.5208333333333
"1462",1462,"CARIB","FLK","Lower Keys",24.47721667,-81.68408333,2014,"8/15/2014",-81.6875,24.4791666666667,-81.6875,24.4791666666667
"1463",1463,"CARIB","FLK","Lower Keys",24.48858333,-81.67495,2014,"8/15/2014",-81.6708333333333,24.4875,-81.6875,24.4791666666667
"1464",1464,"CARIB","FLK","Lower Keys",24.4923,-81.66213333,2014,"8/22/2014",-81.6625,24.4958333333333,-81.6458333333333,24.4791666666667
"1465",1465,"CARIB","FLK","Lower Keys",24.49071667,-81.66315,2014,"8/22/2014",-81.6625,24.4875,-81.6458333333333,24.4791666666667
"1466",1466,"CARIB","FLK","Lower Keys",24.5083,-81.67185,2014,"8/22/2014",-81.6708333333333,24.5041666666667,-81.6875,24.5208333333333
"1467",1467,"CARIB","FLK","Lower Keys",24.49295,-81.65988333,2014,"8/23/2014",-81.6625,24.4958333333333,-81.6458333333333,24.4791666666667
"1468",1468,"CARIB","FLK","Lower Keys",24.49171667,-81.65753333,2014,"8/23/2014",-81.6541666666667,24.4958333333333,-81.6458333333333,24.4791666666667
"1469",1469,"CARIB","FLK","Lower Keys",24.49451667,-81.66515,2014,"8/23/2014",-81.6625,24.4958333333333,-81.6458333333333,24.4791666666667
"1470",1470,"CARIB","FLK","Lower Keys",24.51878333,-81.6699,2014,"8/23/2014",-81.6708333333333,24.5208333333333,-81.6875,24.5208333333333
"1471",1471,"CARIB","FLK","Lower Keys",24.56305,-81.65736667,2014,"8/24/2014",-81.6541666666667,24.5625,-81.6458333333333,24.5625
"1472",1472,"CARIB","FLK","Lower Keys",24.53666667,-81.63461667,2014,"8/24/2014",-81.6375,24.5375,-81.6458333333333,24.5208333333333
"1473",1473,"CARIB","FLK","Lower Keys",24.50115,-81.66055,2014,"8/24/2014",-81.6625,24.5041666666667,-81.6458333333333,24.5208333333333
"1474",1474,"CARIB","FLK","Lower Keys",24.49528333,-81.66121667,2014,"8/24/2014",-81.6625,24.4958333333333,-81.6458333333333,24.4791666666667
"1475",1475,"CARIB","FLK","Lower Keys",24.49578333,-81.64911667,2014,"8/25/2014",-81.6458333333333,24.4958333333333,-81.6458333333333,24.4791666666667
"1476",1476,"CARIB","FLK","Lower Keys",24.50171667,-81.65183333,2014,"8/25/2014",-81.6541666666667,24.5041666666667,-81.6458333333333,24.5208333333333
"1477",1477,"CARIB","FLK","Lower Keys",24.504,-81.62411667,2014,"8/25/2014",-81.6208333333333,24.5041666666667,-81.6041666666667,24.5208333333333
"1478",1478,"CARIB","FLK","Lower Keys",24.49993333,-81.62965,2014,"8/25/2014",-81.6291666666667,24.4958333333333,-81.6458333333333,24.4791666666667
"1479",1479,"CARIB","FLK","Upper Keys",25.04051667,-80.42323333,2014,"9/5/2014",-80.4208333333333,25.0375,-80.4375,25.0208333333333
"1480",1480,"CARIB","FLK","Upper Keys",24.98601667,-80.41505,2014,"9/5/2014",-80.4125,24.9875,-80.3958333333333,24.9791666666667
"1481",1481,"CARIB","FLK","Upper Keys",24.99838333,-80.40056667,2014,"9/5/2014",-80.4041666666667,24.9958333333333,-80.3958333333333,24.9791666666667
"1482",1482,"CARIB","FLK","Upper Keys",24.98846667,-80.44008333,2014,"9/7/2014",-80.4375,24.9875,-80.4375,24.9791666666667
"1483",1483,"CARIB","FLK","Upper Keys",24.99485,-80.44626667,2014,"9/7/2014",-80.4458333333333,24.9958333333333,-80.4375,24.9791666666667
"1484",1484,"CARIB","FLK","Upper Keys",24.98661667,-80.46985,2014,"9/7/2014",-80.4708333333333,24.9875,-80.4791666666667,24.9791666666667
"1485",1485,"CARIB","FLK","Upper Keys",25.0119,-80.37018333,2014,"9/13/2014",-80.3708333333333,25.0125,-80.3541666666667,25.0208333333333
"1486",1486,"CARIB","FLK","Upper Keys",24.9877,-80.41231667,2014,"9/13/2014",-80.4125,24.9875,-80.3958333333333,24.9791666666667
"1487",1487,"CARIB","FLK","Upper Keys",24.99058333,-80.46476667,2014,"9/13/2014",-80.4625,24.9875,-80.4791666666667,24.9791666666667
"1488",1488,"CARIB","FLK","Mid-Upper Keys Transition",24.98451667,-80.47118333,2014,"9/13/2014",-80.4708333333333,24.9875,-80.4791666666667,24.9791666666667
"1489",1489,"CARIB","FLK","Upper Keys",25.21286667,-80.26616667,2014,"9/14/2014",-80.2625,25.2125,-80.2708333333333,25.2291666666667
"1490",1490,"CARIB","FLK","Upper Keys",25.21423333,-80.27071667,2014,"9/14/2014",-80.2708333333333,25.2125,-80.2708333333333,25.2291666666667
"1491",1491,"CARIB","FLK","Upper Keys",25.22331667,-80.26623333,2014,"9/14/2014",-80.2625,25.2208333333333,-80.2708333333333,25.2291666666667
"1492",1492,"CARIB","FLK","Upper Keys",25.23673333,-80.26733333,2014,"9/15/2014",-80.2708333333333,25.2375,-80.2708333333333,25.2291666666667
"1493",1493,"CARIB","FLK","Upper Keys",25.23715,-80.25861667,2014,"9/15/2014",-80.2625,25.2375,-80.2708333333333,25.2291666666667
"1494",1494,"CARIB","FLK","Upper Keys",25.27486667,-80.2264,2014,"9/15/2014",-80.2291666666667,25.2708333333333,-80.2291666666667,25.2708333333333
"1495",1495,"CARIB","FLK","Upper Keys",25.2788,-80.235,2014,"9/15/2014",-80.2375,25.2791666666667,-80.2291666666667,25.2708333333333
"1496",1496,"CARIB","FLK","Upper Keys",25.28493333,-80.22535,2014,"9/19/2014",-80.2291666666667,25.2875,-80.2291666666667,25.2708333333333
"1497",1497,"CARIB","FLK","Upper Keys",25.27846667,-80.20811667,2014,"9/19/2014",-80.2041666666667,25.2791666666667,-80.1875,25.2708333333333
"1498",1498,"CARIB","FLK","Upper Keys",25.2932,-80.22098333,2014,"9/19/2014",-80.2208333333333,25.2958333333333,-80.2291666666667,25.3125
"1499",1499,"CARIB","FLK","Upper Keys",25.30008333,-80.21548333,2014,"9/19/2014",-80.2125,25.3041666666667,-80.2291666666667,25.3125
"1500",1500,"CARIB","FLK","Upper Keys",25.24091667,-80.20061667,2014,"9/20/2014",-80.2041666666667,25.2375,-80.1875,25.2291666666667
"1501",1501,"CARIB","FLK","Upper Keys",25.25446667,-80.20515,2014,"9/20/2014",-80.2041666666667,25.2541666666667,-80.1875,25.2708333333333
"1502",1502,"CARIB","FLK","Upper Keys",25.26321667,-80.18618333,2014,"9/20/2014",-80.1875,25.2625,-80.1875,25.2708333333333
"1503",1503,"CARIB","FLK","Upper Keys",25.26823333,-80.20426667,2014,"9/20/2014",-80.2041666666667,25.2708333333333,-80.1875,25.2708333333333
"1504",1504,"CARIB","FLK","Upper Keys",25.28988333,-80.17503333,2014,"9/22/2014",-80.1791666666667,25.2875,-80.1875,25.2708333333333
"1505",1505,"CARIB","FLK","Upper Keys",25.27713333,-80.17595,2014,"9/22/2014",-80.1791666666667,25.2791666666667,-80.1875,25.2708333333333
"1506",1506,"CARIB","FLK","Upper Keys",25.28253333,-80.2076,2014,"9/22/2014",-80.2041666666667,25.2791666666667,-80.1875,25.2708333333333
"1507",1507,"CARIB","FLK","Upper Keys",25.27626667,-80.21018333,2014,"9/22/2014",-80.2125,25.2791666666667,-80.2291666666667,25.2708333333333
"1508",1508,"CARIB","FLK","Middle Keys",24.7811,-80.7117,2014,"9/26/2014",-80.7125,24.7791666666667,-80.7291666666667,24.7708333333333
"1509",1509,"CARIB","FLK","Middle Keys",24.76455,-80.75383333,2014,"9/26/2014",-80.7541666666667,24.7625,-80.7708333333333,24.7708333333333
"1510",1510,"CARIB","FLK","Middle Keys",24.7631,-80.75611667,2014,"9/26/2014",-80.7541666666667,24.7625,-80.7708333333333,24.7708333333333
"1511",1511,"CARIB","FLK","Middle Keys",24.76523333,-80.7562,2014,"9/26/2014",-80.7541666666667,24.7625,-80.7708333333333,24.7708333333333
"1512",1512,"CARIB","FLK","Middle Keys",24.76588333,-80.75401667,2014,"9/26/2014",-80.7541666666667,24.7625,-80.7708333333333,24.7708333333333
"1513",1513,"CARIB","FLK","Mid-Upper Keys Transition",24.82128333,-80.66045,2014,"9/27/2014",-80.6625,24.8208333333333,-80.6458333333333,24.8125
"1514",1514,"CARIB","FLK","Mid-Upper Keys Transition",24.812,-80.67341667,2014,"9/27/2014",-80.6708333333333,24.8125,-80.6875,24.8125
"1515",1515,"CARIB","FLK","Mid-Upper Keys Transition",24.80881667,-80.67545,2014,"9/27/2014",-80.6791666666667,24.8125,-80.6875,24.8125
"1516",1516,"CARIB","FLK","Mid-Upper Keys Transition",24.81883333,-80.67473333,2014,"9/27/2014",-80.6708333333333,24.8208333333333,-80.6875,24.8125
"1517",1517,"CARIB","FLK","Middle Keys",24.7457,-80.779,2014,"9/28/2014",-80.7791666666667,24.7458333333333,-80.7708333333333,24.7291666666667
"1518",1518,"CARIB","FLK","Middle Keys",24.73276667,-80.80435,2014,"9/28/2014",-80.8041666666667,24.7291666666667,-80.8125,24.7291666666667
"1519",1519,"CARIB","FLK","Middle Keys",24.73198333,-80.81713333,2014,"9/28/2014",-80.8208333333333,24.7291666666667,-80.8125,24.7291666666667
"1520",1520,"CARIB","FLK","Middle Keys",24.7003,-80.88728333,2014,"9/28/2014",-80.8875,24.7041666666667,-80.8958333333333,24.6875
"1521",1521,"CARIB","FLK","Middle Keys",24.71238333,-80.8483,2014,"9/29/2014",-80.8458333333333,24.7125,-80.8541666666667,24.7291666666667
"1522",1522,"CARIB","FLK","Middle Keys",24.71021667,-80.92931667,2014,"9/29/2014",-80.9291666666667,24.7125,-80.9375,24.7291666666667
"1523",1523,"CARIB","FLK","Middle Keys",24.72028333,-80.92883333,2014,"9/29/2014",-80.9291666666667,24.7208333333333,-80.9375,24.7291666666667
"1524",1524,"CARIB","FLK","Middle Keys",24.70518333,-80.93776667,2014,"9/29/2014",-80.9375,24.7041666666667,-80.9375,24.6875
"1525",1525,"CARIB","FLK","Mid-Upper Keys Transition",24.93465,-80.54876667,2014,"10/17/2014",-80.5458333333333,24.9375,-80.5625,24.9375
"1526",1526,"CARIB","FLK","Mid-Upper Keys Transition",24.93733333,-80.5473,2014,"10/17/2014",-80.5458333333333,24.9375,-80.5625,24.9375
"1527",1527,"CARIB","FLK","Mid-Upper Keys Transition",24.93858333,-80.55133333,2014,"10/17/2014",-80.5541666666667,24.9375,-80.5625,24.9375
"1528",1528,"CARIB","FLK","Mid-Upper Keys Transition",24.95211667,-80.53685,2014,"10/17/2014",-80.5375,24.9541666666667,-80.5208333333333,24.9375
"1529",1529,"CARIB","FLK","Mid-Upper Keys Transition",24.90406667,-80.61768333,2014,"10/18/2014",-80.6208333333333,24.9041666666667,-80.6041666666667,24.8958333333333
"1530",1530,"CARIB","FLK","Mid-Upper Keys Transition",24.90456667,-80.61541667,2014,"10/18/2014",-80.6125,24.9041666666667,-80.6041666666667,24.8958333333333
"1531",1531,"CARIB","FLK","Mid-Upper Keys Transition",24.89796667,-80.61701667,2014,"10/18/2014",-80.6208333333333,24.8958333333333,-80.6041666666667,24.8958333333333
"1532",1532,"CARIB","FLK","Mid-Upper Keys Transition",24.90063333,-80.61763333,2014,"10/18/2014",-80.6208333333333,24.9041666666667,-80.6041666666667,24.8958333333333
