"","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd"
"234","CARIB","PRICO","EPRICO","-65.604_18.271",18.27083333,-65.60416667,27.23,1.27,13.82231921436,0.204862763,0.07804033,0.015987558,7.51822167087667,2.00026690478553,0.146234508,1055.887922,154.4072512,0.051449253,27.76033,1.428248228,0.413460033,1.371801604,0.567185136
"235","CARIB","PRICO","EPRICO","-65.604_18.354",18.35416667,-65.60416667,27.16,1.25,14.0974482050026,0.208518605,0.06607907,0.013778715,7.57116189139055,2.00195293899975,0.15106457,988.2799269,149.2940818,0.04662149,27.72158,1.292421371,0.613630179,4.136396277,2.538217589
"236","CARIB","PRICO","EPRICO","-65.646_18.104",18.10416667,-65.64583333,27.2933333333333,1.21666666666667,13.7315527702918,0.211208077,0.04751776,0.010036135,7.61749873913715,2.0033564591629,0.217622726,687.1647645,149.5426693,0.040234732,27.78208,1.117804545,0.25543176,1.41621624,0.361746606
"237","CARIB","PRICO","EPRICO","-65.646_18.146",18.14583333,-65.64583333,27.3,1.23,14.0447890248231,0.177361106,0.06720979,0.011920403,7.75213665144826,2.00010044498369,0.206578103,724.2614365,149.6165534,0.04245815,27.77654,1.179340494,0.227462442,1.018316488,0.231628756
"238","CARIB","PRICO","EPRICO","-65.646_18.188",18.1875,-65.64583333,27.28,1.25,13.9490834948083,0.212654598,0.07656121,0.016281093,7.65340600951605,2.00370053284685,0.217622726,687.1647645,149.5426693,0.045034264,27.79536,1.251743584,0.280204508,0.913751467,0.25603728
"239","CARIB","PRICO","EPRICO","-65.688_18.104",18.10416667,-65.6875,27.2866666666667,1.21,14.0678567135857,0.208462603,0.05053864,0.010535416,7.7952822360318,2.00125256749569,0.206578103,724.2614365,149.6165534,0.040633476,27.78555,1.129023472,0.256055398333333,1.55070355266667,0.397127343
"240","CARIB","PRICO","EPRICO","-65.688_18.146",18.14583333,-65.6875,27.3,1.23,14.0347153082315,0.205982399,0.06536169,0.013463358,7.75012852262627,2.00211001646472,0.206578103,724.2614365,149.6165534,0.043941956,27.79792,1.221494986,0.23301520075,1.1466085205,0.26931433925
"241","CARIB","PRICO","EPRICO","-65.729_18.104",18.10416667,-65.72916667,27.2825,1.205,14.1531035435275,0.235927975,0.05814571,0.0137182,7.8432138397798,2.00420454382314,0.206578103,724.2614365,149.6165534,0.042331265,27.81727,1.177540233,0.26636196175,1.81484370075,0.48511795075
"242","CARIB","PRICO","EPRICO","-65.812_18.062",18.0625,-65.8125,27.28,1.2,14.3191111421271,0.453001677,0.04909754,0.022241268,7.97340238263202,2.00420160699869,0.247144838,765.7564094,189.2527437,0.041497799,27.90088,1.157825116,0.28747961,2.326148653,0.668720308
"243","CARIB","PRICO","NPRICO","-65.604_18.396",18.39583333,-65.60416667,27.1,1.215,13.9447045876962,0.19822945,0.05654183,0.011208256,7.45653653252516,2.00291510770214,0.1527271615,982.34983545,150.02164245,0.041416188,27.45228,1.136968777,0.622888171,5.141983728,3.2030164245
"244","CARIB","PRICO","NPRICO","-65.646_18.396",18.39583333,-65.64583333,27.09,1.22,14.1396679448823,0.253306386,0.0665621,0.016860605,7.5581818602712,2.00394508706871,0.1488129449,993.97691343,147.88670071,0.041829219,27.49423,1.150062172,0.6307270596,5.1317892651,3.2390439889
"245","CARIB","PRICO","NPRICO","-65.688_18.396",18.39583333,-65.6875,27.08,1.23,14.3389713452895,0.341286256,0.06898577,0.023543895,7.72428527490976,2.0042352505913,0.159835496,1014.109023,162.090619,0.04170063,27.41249,1.143118104,0.626301982,5.278550332,3.305966534
"246","CARIB","PRICO","NPRICO","-65.729_18.396",18.39583333,-65.72916667,27.07,1.22666666666667,14.3738537094818,0.347278504,0.06859348,0.023821041,7.75930108623873,2.00047582123312,0.173411677666667,1037.29448966667,180.508518033333,0.042036848,27.41513,1.15244566,0.545795017333333,3.61351450433333,2.240332172
"247","CARIB","PRICO","NPRICO","-66.021_18.438",18.4375,-66.02083333,27.1,1.2,14.6531433572762,2.745511184,0.06596848,0.1811172,8.18690760443957,2.00292125834036,0.220182681,899.7614094,198.1118798,0.05655085,26.80492,1.515841021,0.618191334,7.854737086,4.855730397
"248","CARIB","PRICO","NPRICO","-66.021_18.479",18.47916667,-66.02083333,27.1,1.2,14.6218674438291,0.292187582,0.05175025,0.01512078,8.08908907287344,2.0032384930586,0.220182681,899.7614094,198.1118798,0.040412689,27.43334,1.108655041,0.607207235,8.388038561,5.093277705
"249","CARIB","PRICO","NPRICO","-66.062_18.479",18.47916667,-66.0625,27.11,1.21,14.6608243095573,0.312063448,0.0533694,0.016654639,8.14324954080246,2.0032097112888,0.214395706,944.9610652,202.5955951,0.040263735,27.45887,1.105596671,0.607734334,8.18123621,4.972018143
"250","CARIB","PRICO","NPRICO","-66.229_18.479",18.47916667,-66.22916667,27.15,1.22,14.626799036239,0.533660477,0.06121222,0.032666543,8.21575490628687,2.00177096726024,0.24661885,1042.243565,257.0369096,0.039744055,27.40431,1.089158391,0.5970842,7.541269795,4.502773042
"251","CARIB","PRICO","NPRICO","-66.312_18.479",18.47916667,-66.3125,27.21,1.21,14.6275892843876,0.470981682,0.05385337,0.025363951,8.24157387968788,2.00412180154235,0.248821493,900.2724068,224.0071239,0.04009376,27.41168,1.099037306,0.576199362,9.803482254,5.648760215
"252","CARIB","PRICO","NPRICO","-66.396_18.479",18.47916667,-66.39583333,27.19,1.19,14.6144600476844,0.495465883,0.05026339,0.024903795,8.23876173529594,2.00118124136818,0.278582686,884.2864064,246.3468824,0.043244063,27.08598,1.171307816,0.998925406,0.021828806,0.021805349
"253","CARIB","PRICO","NPRICO","-66.438_18.479",18.47916667,-66.4375,27.22,1.17,14.5508910549186,0.568065756,0.05082948,0.028874487,8.24585257977146,2.00482524629566,0.268275924,895.6536622,240.2823139,0.044744232,27.22589,1.218201543,0.576928546,9.663244266,5.575001469
"254","CARIB","PRICO","NPRICO","-66.604_18.479",18.47916667,-66.60416667,27.24,1.2,14.1214638615816,0.369428427,0.04592363,0.016965494,8.26835304468009,2.00402220516698,0.259246089,875.7813948,227.0429014,0.044023945,27.14104,1.19485564,0.502836837,0.12351973,0.06211027
"255","CARIB","PRICO","NPRICO","-66.896_18.479",18.47916667,-66.89583333,27.29,1.16,13.7666390826601,0.454501648,0.04083098,0.018557748,8.17663045481857,2.00143678624067,0.259138657,833.0425212,215.87352,0.050942711,27.21984,1.386652444,0.577271096,9.397892064,5.425131452
"256","CARIB","PRICO","NPRICO","-66.938_18.479",18.47916667,-66.9375,27.29,1.15,13.7289229164453,0.430246995,0.04098886,0.017635334,8.11561287125614,2.00305785664357,0.223487229,773.6848888,172.9086921,0.054406664,27.08077,1.473374358,0.575843801,9.381111308,5.402054791
"257","CARIB","PRICO","NPRICO","-67.104_18.521",18.52083333,-67.10416667,27.365,1.14,13.4146188219552,0.288583677,0.04282894,0.012359733,7.69121586129275,1.00323267390952,0.1652974075,783.0760696,129.4402503,0.037977484,27.69732,1.051874517,0.5774128835,8.3171315835,4.8020699835
"258","CARIB","PRICO","NPRICO","-67.146_18.479",18.47916667,-67.14583333,27.37,1.13,13.4652555615837,0.349606518,0.0432483,0.015119888,7.66584821543713,0.00410541795077734,0.310374868,870.4095548,270.1532505,0.037209239,27.68555,1.03015824,0.625633271,6.76932621,4.235115699
"259","CARIB","PRICO","NPRICO","-67.146_18.521",18.52083333,-67.14583333,27.37,1.13,13.3973852400808,0.265841015,0.04115747,0.010941344,7.63877963520745,0.504566284884931,0.165059542,783.8915128,129.3887742,0.037640781,27.71267,1.04312655,0.579995544,8.1820205,4.745535429
"260","CARIB","PRICO","NPRICO","-67.229_18.312",18.3125,-67.22916667,27.54,1.13,13.4388166317102,0.410741429,0.05814471,0.023882441,7.77032903056975,0.000571622170973569,0.298815395,875.95057385,261.6135684,0.038550758,27.78164,1.071003268,0.714829792,1.9829820455,1.4217327715
"261","CARIB","PRICO","NPRICO","-67.229_18.396",18.39583333,-67.22916667,27.49,1.11,13.4721744168839,0.427566946,0.04507237,0.019271456,7.76534438821822,0.00182960621314123,0.335136945,883.5241654,296.1015897,0.036978361,27.74452,1.02594688,0.772878442,3.698661561,2.858615784
"262","CARIB","PRICO","NPRICO","-67.271_18.354",18.35416667,-67.27083333,27.51,1.14,13.4225743405556,0.431113679,0.04506449,0.019427918,7.71423567293197,0.00428566050017253,0.270151451,778.5574589,210.3284275,0.037133845,27.82844,1.033376988,0.729286271,3.612804969,2.634769062
"263","CARIB","PRICO","NPRICO","-67.271_18.396",18.39583333,-67.27083333,27.47,1.12,13.4258006997674,0.427299078,0.04159003,0.017771381,7.71661422576406,0.00439195182058029,0.270151451,778.5574589,210.3284275,0.03719493,27.79339,1.033773186,0.729286271,3.612804969,2.634769062
"264","CARIB","PRICO","SWPRICO","-65.812_18.021",18.02083333,-65.8125,27.31,1.19,14.2346354975901,0.323942933,0.04062906,0.013161497,7.97112219418486,2.00346846869797,0.2502596675,745.35426965,186.46856255,0.039893358,27.79006,1.108638805,0.2836464645,2.6260701265,0.7448699885
"265","CARIB","PRICO","SWPRICO","-65.979_17.938",17.9375,-65.97916667,27.34,1.18,14.1167928363311,0.279849185,0.03673574,0.010280467,8.03062643777222,2.00451370979426,0.224767578,637.7197813,143.3387307,0.03984905,27.80836,1.108136724,0.289773339,2.922028807,0.846726043
"266","CARIB","PRICO","SWPRICO","-66.021_17.938",17.9375,-66.02083333,27.37,1.21,14.1533547479232,0.289229874,0.04500967,0.013018141,8.02667427436842,2.00403449292411,0.224767578,637.7197813,143.3387307,0.040503583,27.83081,1.127247533,0.289773339,2.922028807,0.846726043
"267","CARIB","PRICO","SWPRICO","-66.062_17.938",17.9375,-66.0625,27.4,1.225,14.2027263521879,0.242548868,0.06402025,0.015528039,8.0817499872286,2.00297197188484,0.2265576645,659.4372637,149.39939875,0.040754933,27.89419,1.136825844,0.2882271875,2.5486850855,0.7349656525
"268","CARIB","PRICO","SWPRICO","-66.104_17.896",17.89583333,-66.10416667,27.3666666666667,1.21,13.8336799350322,0.213449237,0.04879915,0.010416141,7.92569065220694,2.0024831488356,0.226867909666667,660.783167666667,149.908147,0.039182874,27.83197,1.090536565,0.285633470666667,2.94426888466667,0.840977093
"269","CARIB","PRICO","SWPRICO","-66.104_17.938",17.9375,-66.10416667,27.41,1.22,14.2364288580116,0.285493144,0.0752563,0.021485158,8.09547480091283,2.00049861653475,0.226173128,662.473581,149.8337218,0.041939522,27.91569,1.170770686,0.285849313,2.395052433,0.684624092
"270","CARIB","PRICO","SWPRICO","-66.146_17.854",17.85416667,-66.14583333,27.37,1.18,13.8076548360957,0.237497102,0.03956599,0.009396808,7.88024909211702,2.00111554598203,0.188864292,681.2259846,128.6592635,0.038545935,27.81608,1.07219681,0.285775792,3.146958213,0.899324475
"271","CARIB","PRICO","SWPRICO","-66.146_17.896",17.89583333,-66.14583333,27.38,1.21,13.8706288147663,0.228755815,0.05177198,0.011843141,7.93848798720536,2.00344130675774,0.2085608825,669.3141628,139.35813045,0.039936147,27.85844,1.112558762,0.2836202935,2.8603535445,0.8118720865
"272","CARIB","PRICO","SWPRICO","-66.188_17.896",17.89583333,-66.1875,27.4,1.21,13.8916929277774,0.22201519,0.05195957,0.011535814,7.97528730018944,2.00215897713671,0.188864292,681.2259846,128.6592635,0.040094776,27.87253,1.11754284,0.282640973333333,2.60468168766667,0.737039737
"273","CARIB","PRICO","SWPRICO","-66.229_17.896",17.89583333,-66.22916667,27.42,1.2,13.9428785339754,0.22120049,0.05264435,0.011644956,8.06335389284187,2.00387017788598,0.168604214,688.8198151,116.1379238,0.04036857,27.88116,1.125522545,0.283441249,1.947539714,0.552013089
"274","CARIB","PRICO","SWPRICO","-66.271_17.854",17.85416667,-66.27083333,27.415,1.19,13.7010746204327,0.194412384,0.04207161,0.008179242,7.9145179103447,2.00069074211991,0.168604214,688.8198151,116.1379238,0.038630838,27.83945,1.075461296,0.28119279,3.008342506,0.845949553
"275","CARIB","PRICO","SWPRICO","-66.271_17.896",17.89583333,-66.27083333,27.42,1.2,13.8127347528041,0.209404428,0.0519603,0.010880717,7.99172696972381,2.00043934847461,0.168604214,688.8198151,116.1379238,0.040191054,27.86822,1.120053124,0.282870768,2.489377117,0.7038629085
"276","CARIB","PRICO","SWPRICO","-66.479_17.854",17.85416667,-66.47916667,27.51,1.16,13.4708922392343,0.240938543,0.04715341,0.011361074,7.93924972853963,1.00063243736979,0.167632094,788.1501792,132.119265,0.038753184,27.86814,1.079979166,0.273990617,2.531576699,0.693628262
"277","CARIB","PRICO","SWPRICO","-66.479_17.896",17.89583333,-66.47916667,27.5075,1.1875,13.6342471899746,0.237101649,0.07139726,0.016928408,8.05587235288091,1.0019133666798,0.1776625625,783.42596515,139.1380784,0.040484059,27.8788,1.128646978,0.27608297275,1.90339449225,0.525499662
"278","CARIB","PRICO","SWPRICO","-66.521_17.896",17.89583333,-66.52083333,27.5033333333333,1.17333333333333,13.534956580839,0.216199653,0.06433118,0.013908379,8.04464414207478,1.00009055574774,0.167632094,788.1501792,132.119265,0.039314627,27.89009,1.096488486,0.274433955666667,1.85994976666667,0.510548680333333
"279","CARIB","PRICO","SWPRICO","-66.604_17.938",17.9375,-66.60416667,27.56,1.16,13.5905896366604,0.274027242,0.06623796,0.018151005,8.22066818489006,1.00444521567202,0.169890837,739.7480883,125.6764218,0.039689877,27.98108,1.110565622,0.292789253,1.083095392,0.31711869
"280","CARIB","PRICO","SWPRICO","-66.688_17.938",17.9375,-66.6875,27.555,1.155,0.040004929568151,0.294491431,0.05548667,0.016340349,8.22150362757385,1.00132184374146,0.163971163,727.6083619,119.3067896,0.038721974,27.98734,1.083725057,0.301938583,1.441219053,0.435159639
"281","CARIB","PRICO","SWPRICO","-66.729_17.938",17.9375,-66.72916667,27.56,1.16,0.0214305476325018,0.285902684,0.05014795,0.014337434,8.22019229684418,1.00488574111718,0.163971163,727.6083619,119.3067896,0.038117886,27.97702,1.066424868,0.301938583,1.441219053,0.435159639
"282","CARIB","PRICO","SWPRICO","-66.729_17.979",17.97916667,-66.72916667,27.57,1.16,0.00462928847723247,0.38626409,0.05592041,0.021600046,8.21785819415579,1.00475724873482,0.163971163,727.6083619,119.3067896,0.039723186,28.0002,1.112257165,0.301938583,1.441219053,0.435159639
"283","CARIB","PRICO","SWPRICO","-66.771_17.979",17.97916667,-66.77083333,27.56,1.15,13.7592616534672,0.400298211,0.05158397,0.020648971,8.31857981101746,1.00292739272816,0.159547393,708.4815847,113.0363898,0.040814364,28.12287,1.147817059,0.305245036,1.586238637,0.484191469
"284","CARIB","PRICO","SWPRICO","-66.812_17.938",17.9375,-66.8125,27.54,1.15,13.6028301742905,0.317665733,0.04611825,0.014650188,8.17660421445655,1.00266916969325,0.167292128,720.4363785,120.5233346,0.037636038,27.98114,1.053099236,0.307463811,1.709429528,0.525587717
"285","CARIB","PRICO","SWPRICO","-66.812_17.979",17.97916667,-66.8125,27.54,1.15,13.6054186645326,0.36176637,0.05015584,0.018144696,8.17880216538828,1.00245223124977,0.167292128,720.4363785,120.5233346,0.043433786,28.02685,1.217312203,0.307463811,1.709429528,0.525587717
"286","CARIB","PRICO","SWPRICO","-66.854_17.938",17.9375,-66.85416667,27.54,1.15,13.6229285899079,0.33245133,0.04763405,0.015836003,8.14180581218466,1.00133737529512,0.173623015,697.4293171,121.0897807,0.037881426,28.03353,1.061950093,0.306001917,1.789426959,0.547568079
"287","CARIB","PRICO","SWPRICO","-66.896_17.896",17.89583333,-66.89583333,27.54,1.14,13.4933120523397,0.273019701,0.03878649,0.010589476,7.92066135257336,1.00416406855336,0.183017897,690.3759801,126.3511597,0.036976853,27.95745,1.033778506,0.29619961,2.393831719,0.709052021
"288","CARIB","PRICO","SWPRICO","-66.896_17.938",17.9375,-66.89583333,27.55,1.15,13.5425314259349,0.307643953,0.06218364,0.019130421,8.04283524499168,1.00079511876334,0.1814554044,711.20153608,129.07210956,0.038087588,28.02386,1.067361232,0.30066313,1.894882044,0.5695213932
"289","CARIB","PRICO","SWPRICO","-66.938_17.896",17.89583333,-66.9375,27.54,1.14,13.4953075796827,0.270142734,0.04428657,0.011963695,7.92187825077491,1.00281353157712,0.183017897,690.3759801,126.3511597,0.037274025,27.97938,1.042904118,0.29619961,2.393831719,0.709052021
"290","CARIB","PRICO","SWPRICO","-66.938_17.938",17.9375,-66.9375,27.545,1.15,13.5439274728641,0.314173491,0.06900085,0.021678238,7.98121534530525,1.00278120490955,0.184124109,702.93456945,129.44109365,0.03890327,28.03608,1.090695191,0.2982169805,2.074906075,0.6181288335
"291","CARIB","PRICO","SWPRICO","-66.979_17.938",17.9375,-66.97916667,27.554,1.162,10.8337052348636,0.336991883,0.07108139,0.023953851,7.95633494036776,1.00182850056444,0.182955258,713.1849258,130.4809323,0.038469137,28.0167,1.07777827,0.2916346454,1.6563291412,0.483527548
"292","CARIB","PRICO","SWPRICO","-67.021_17.896",17.89583333,-67.02083333,27.5616666666667,1.145,13.3209701126128,0.224017298,0.05235748,0.011728981,7.76884057181385,1.00143027381506,0.181405291,696.8265013,126.41115105,0.037443417,27.97493,1.047476969,0.2879881045,2.2629088225,0.651671081
"293","CARIB","PRICO","SWPRICO","-67.021_17.938",17.9375,-67.02083333,27.5733333333333,1.16666666666667,13.4402701895514,0.276379228,0.07891604,0.021810754,7.87098521082166,1.00287465591915,0.181921946666667,702.279309466667,127.7677448,0.039017226,28.00805,1.092796413,0.285236207666667,1.630415929,0.466338634
"294","CARIB","PRICO","SWPRICO","-67.062_17.854",17.85416667,-67.0625,27.57,1.15,12.9785310514622,0.202256185,0.03800948,0.007687652,7.50186270911325,1.00154526056722,0.178226757,646.1429239,115.1599579,0.0365552,27.93331,1.021107732,0.28308553,3.420851424,0.968393538
"295","CARIB","PRICO","SWPRICO","-67.062_17.896",17.89583333,-67.0625,27.5675,1.1475,13.2837740760074,0.190717916,0.05827266,0.01111364,7.71268373284894,1.00225026223576,0.1807636315,692.87445715,125.28696105,0.037643659,27.97439,1.053058403,0.284928579,2.28170143825,0.65009980525
"296","CARIB","PRICO","SWPRICO","-67.062_17.938",17.9375,-67.0625,27.58,1.16,13.3437275192524,0.249060597,0.07879418,0.019624525,7.75734706731031,1.00023524296004,0.178449423,687.0469489,122.6570758,0.03954679,28.03841,1.108829112,0.280689084,1.8027745455,0.505608664
"297","CARIB","PRICO","SWPRICO","-67.104_17.854",17.85416667,-67.10416667,27.55,1.13,12.9060583428813,0.205177113,0.03809708,0.007816649,7.40790366883641,1.00331348440726,0.177312333,640.7989171,113.621551,0.0365552,27.93331,1.021107732,0.277759044,3.535318019,0.981966553
"298","CARIB","PRICO","SWPRICO","-67.104_17.896",17.89583333,-67.10416667,27.575,1.155,13.0165586298617,0.199522945,0.05735722,0.011444081,7.51627013719802,1.00327215407859,0.17689671325,652.119174325,115.334693025,0.037418691,27.9883,1.047285539,0.2809462325,3.167953755,0.89024071175
"299","CARIB","PRICO","SWPRICO","-67.104_17.938",17.9375,-67.10416667,27.59,1.17,13.2747409864392,0.396300661,0.1454972,0.057660636,7.74472004847324,1.00111195090692,0.173821006,675.3919324,117.3973053,0.040331227,28.02555,1.130304826,0.305805308,0.786846953666667,0.221055996666667
"300","CARIB","PRICO","SWPRICO","-67.146_17.896",17.89583333,-67.14583333,27.5766666666667,1.15666666666667,12.9663329960952,0.214218147,0.04991657,0.010693035,7.51180053506964,0.668325942060134,0.170365362333333,662.682340833333,112.8221052,0.037286616,27.99809,1.043954022,0.272769898666667,2.71457743966667,0.742502410333333
"301","CARIB","PRICO","SWPRICO","-67.188_18.062",18.0625,-67.1875,27.66,1.18,13.3894180406045,0.354761111,0.1072607,0.038051925,7.79611073507852,0.00302568837651052,0.223470577,889.7097963,198.8239615,0.04364137,27.99801,1.221871515,0.60930609,0.611308094,0.372473744
"302","CARIB","PRICO","SWPRICO","-67.188_18.229",18.22916667,-67.1875,27.58,1.14,13.6248377654724,0.468045311,0.06750222,0.031594098,7.99704170333072,1.00190926800366,0.264847191,939.111977,248.7211687,0.038435576,27.86566,1.071032679,0.660468765,0.263306373,0.173905635
"303","CARIB","PRICO","SWPRICO","-67.229_17.896",17.89583333,-67.22916667,27.58,1.14,12.8319614344099,0.186675306,0.05875979,0.010969002,7.24059661939179,0.00063208395964466,0.144564772,713.0653229,103.0841262,0.037177652,27.98397,1.040378297,0.30164289,3.20201044,0.965863682
"304","CARIB","PRICO","SWPRICO","-67.229_17.938",17.9375,-67.22916667,27.61,1.17,13.0306499079811,0.21519716,0.07576459,0.016304325,7.45548226918954,0.00393731227144599,0.146876259,709.959140966667,104.2617832,0.038521124,28.04267,1.08023516,0.303682812333333,2.06794205833333,0.619183790666667
"305","CARIB","PRICO","SWPRICO","-67.229_17.979",17.97916667,-67.22916667,27.61,1.16,13.1606476947744,0.241129826,0.08074415,0.019469823,7.61780669364814,0.00302338838693686,0.144564772,713.0653229,103.0841262,0.041422551,28.12574,1.165039913,0.355465542,1.679413389,0.59697359
"306","CARIB","PRICO","SWPRICO","-67.229_18.104",18.10416667,-67.22916667,27.61,1.2,13.363477135498,0.37182433,0.09994663,0.037162589,7.79535842433907,0.00195940659963526,0.223470577,889.7097963,198.8239615,0.04185408,27.99634,1.171761068,0.60930609,0.611308094,0.372473744
"307","CARIB","PRICO","SWPRICO","-67.229_18.188",18.1875,-67.22916667,27.56,1.16,13.4883242529959,0.345286171,0.07514749,0.025947389,7.90134898786014,0.00288539046887308,0.264847191,939.111977,248.7211687,0.03943985,27.88089,1.099618116,0.673445554,0.639010857,0.43033902
"308","CARIB","PRICO","SWPRICO","-67.229_18.229",18.22916667,-67.22916667,27.56,1.14,13.522406800387,0.37924305,0.06260301,0.023741756,7.90150577907972,0.00202016536146402,0.264847191,939.111977,248.7211687,0.037827748,27.88344,1.054767747,0.68326419,0.608502189,0.415767755
"309","CARIB","PRICO","SWPRICO","-67.271_17.896",17.89583333,-67.27083333,27.58,1.14,12.8554015945259,0.186048817,0.05107601,0.009502631,7.24706128954918,0.000181243310216814,0.144564772,713.0653229,103.0841262,0.03693936,27.97717,1.033458756,0.30164289,3.20201044,0.965863682
"310","CARIB","PRICO","SWPRICO","-67.271_17.938",17.9375,-67.27083333,27.6,1.16,12.8349826949768,0.186908756,0.06160569,0.011514643,7.24449881623683,0.00109955481719226,0.144564772,713.0653229,103.0841262,0.037565607,28.01346,1.052342625,0.30164289,3.20201044,0.965863682
"311","CARIB","PRICO","SWPRICO","-67.271_18.021",18.02083333,-67.27083333,27.64,1.17333333333333,13.158380028892,0.191538311,0.06886804,0.013190868,7.51044859542291,0.00207755201729015,0.153967239,649.0332138,99.9298517,0.039148192,28.06325,1.098625505,0.583283096333333,2.323482364,1.35390796233333
"312","CARIB","PRICO","SWPRICO","-67.271_18.062",18.0625,-67.27083333,27.66,1.2,0.0338341704234688,0.26927114,0.07874594,0.021204009,7.68271924463906,0.00254578059189953,0.231033745,868.8936905,200.7437631,0.04109617,28.06242,1.153257994,0.625157461,1.615891497,1.010186626
"313","CARIB","PRICO","SWPRICO","-67.271_18.104",18.10416667,-67.27083333,27.63,1.2,13.3671071647512,0.317225467,0.08906133,0.028252522,7.75005360605262,0.00128693803213537,0.224968114,924.5072943,207.984662,0.040943847,28.01781,1.14715692,0.623246625,1.455196447,0.906946274
"314","CARIB","PRICO","SWPRICO","-67.271_18.146",18.14583333,-67.27083333,27.584,1.178,5.36390040012327,0.240269285,0.08309195,0.019964443,7.7330919265415,0.00453806968173012,0.224968114,924.5072943,207.984662,0.039425841,27.94335,1.101690065,0.6493108466,1.7111564812,1.1151352456
"315","CARIB","PRICO","SWPRICO","-67.312_17.896",17.89583333,-67.3125,27.57,1.12,12.7786482319024,0.197696579,0.04005296,0.007918333,7.10049883224732,0.004866285296157,0.142293374,675.437451,96.11027403,0.036973514,27.95762,1.033691443,0.303730259,3.64226297,1.106265476
"316","CARIB","PRICO","SWPRICO","-67.312_17.938",17.9375,-67.3125,27.6,1.14777777777778,12.8492473466616,0.18969916,0.06148256,0.01166319,7.20012054710506,0.000213222632883117,0.150437931333333,661.544774222222,99.4970414122222,0.037565607,28.01346,1.052342625,0.364067618111111,3.00628727977778,1.08800459733333
"317","CARIB","PRICO","SWPRICO","-67.312_17.979",17.97916667,-67.3125,27.605,1.135,12.8934425385485,0.158161221,0.06334948,0.010019431,7.2316094643354,0.00393779440550134,0.15304430775,652.540343975,99.85787447,0.037962952,28.0196,1.063706726,0.43719828725,2.9581044925,1.296583559
"318","CARIB","PRICO","SWPRICO","-67.312_18.021",18.02083333,-67.3125,27.62,1.155,13.0739054846549,0.171006787,0.0622564,0.010646267,7.39269082253464,0.00128612182335928,0.153967239,649.0332138,99.9298517,0.037933741,28.01508,1.062716801,0.564490844,2.6749623545,1.506928943
"319","CARIB","PRICO","SWPRICO","-67.312_18.146",18.14583333,-67.3125,27.59,1.16,13.2948512838223,0.17755978,0.07194636,0.01277478,7.62774831961957,0.00401101415860467,0.224968114,924.5072943,207.984662,0.038815009,27.95701,1.085151602,0.662526613,2.3907688145,1.58431271325
"320","CARIB","PRICO","SWPRICO","-67.354_17.979",17.97916667,-67.35416667,27.6,1.13,12.8592036887066,0.189059165,0.05490997,0.010381233,7.22150542671151,0.000432659675134346,0.153967239,649.0332138,99.9298517,0.036983373,27.972,1.034498913,0.457458133,3.012486953,1.378086658
"321","CARIB","PRICO","SWPRICO","-67.354_18.021",18.02083333,-67.35416667,27.61,1.15,12.9112529154052,0.195565698,0.05457886,0.010673753,7.26962985512247,0.0035017915640492,0.153967239,649.0332138,99.9298517,0.037213272,27.95814,1.04041386,0.5044296325,2.96071783,1.4910421345
"322","CARIB","PRICO","SWPRICO","-67.354_18.146",18.14583333,-67.35416667,27.59,1.15,13.1776065170866,0.164018066,0.05425889,0.008899438,7.52672277192282,0.00137432428891771,0.224968114,924.5072943,207.984662,0.037814356,27.94031,1.056544841,0.664390033,2.977993262,1.978549041
"323","CARIB","PRICO","SWPRICO","-67.396_18.062",18.0625,-67.39583333,27.6,1.14,12.9579126828524,0.207774901,0.05076504,0.010547701,7.23917797255035,0.00394733433728106,0.153967239,649.0332138,99.9298517,0.037243333,27.94997,1.040950047,0.564380135,3.443733165,1.94357459
"324","CARIB","PRICO","SWPRICO","-67.438_18.104",18.10416667,-67.4375,27.58,1.12,12.8808319958307,0.197727692,0.03894573,0.007700649,7.09812798065446,0.00258718304452486,0.147029757,626.60324905,92.16099781,0.03696062,27.94437,1.032841227,0.5521811235,4.160104491,2.2983307265
"325","CARIB","PRICO","SWPRICO","-67.479_18.396",18.39583333,-67.47916667,27.45,1.14,12.8243945713012,0.173525673,0.02988907,0.005186521,6.75760898987278,0.00350887048058212,0.142481435777778,559.031054755556,79.6751867722222,0.037412555,27.78102,1.039358937,0.601726962777778,7.54389599411111,4.53724046433333
"326","CARIB","PRICO","SWPRICO","-67.854_18.062",18.0625,-67.85416667,27.41,1.15,1.80834551180735,0.207076526,0.03199642,0.006625708,4.08520581765854,1.00096969872597,0.1326550202,570.56148748,75.852891982,0.037654289,27.83161,1.047979485,0.4154677676,7.9475749004,3.3020302202
"327","CARIB","PRICO","SWPRICO","-67.896_18.062",18.0625,-67.89583333,27.39,1.138,1.81260018456365,0.210739416,0.03154753,0.006648308,4.09208874590911,1.00280060411198,0.1204721906,554.61287014,66.810905362,0.037034713,27.84003,1.031047526,0.4224565742,7.8826599248,3.3303688838
