"","row_id","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","coral_cover","SI_LONG_360","JURISDICTION","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5","admin","my_cell","cell_0.5","cell_2.5","region_n","region_edit_notes"
"274",274,"PRICO-345","EPRICO","EPRICO",2016,"8/31/16",18.35649,-65.34166,23.62199924,"PVMT","Not available","CARIB",6,294.65834,"PRICO",27.08,1.19,12.05998272,0.181133983,0.05146476,0.009322017,6.507158003,2,0.151702961,1036.746995,157.277589,0.040341424,27.56853,1.112153766,0.596405198,5.859615403,3.494705084,-65.3375,18.35416667,-65.35416667,18.35416667,"OPEN","-65.3541666666667_18.3541666666667","-65.338_18.354","-65.354_18.354",1,NA
"275",275,"PRICO-346","EPRICO","EPRICO",2016,"8/31/16",18.31629,-65.33055,4.419599859,"BDRK","Not available","CARIB",18,294.66945,"PRICO",27.16,1.18,12.07284978,0.182619025,0.04716892,0.008613942,6.534088025,2,0.151702961,1036.746995,157.277589,0.039909308,27.5978,1.101409097,0.56180235,4.227114908,2.374803089,-65.32916667,18.3125,-65.3125,18.3125,"CLP","-65.3125_18.3125","-65.329_18.312","-65.312_18.312",1,NA
"276",276,"PRICO-347","EPRICO","EPRICO",2016,"8/31/16",18.311843,-65.316809,3.657599883,"SCR","Not available","CARIB",3,294.683191,"PRICO",27.16,1.18,11.93156343,0.182619025,0.04716892,0.008613942,6.351366852,2,0.144778177,1013.780142,146.7732403,0.039909308,27.5978,1.101409097,0.533194981,4.183134907,2.230426539,-65.32083333,18.3125,-65.3125,18.3125,"CLP","-65.3125_18.3125","-65.321_18.312","-65.312_18.312",1,NA
"277",277,"PRICO-348","EPRICO","EPRICO",2016,"8/31/16",18.30888,-65.327348,5.94359981,"PTRF","Not available","CARIB",10,294.672652,"PRICO",27.16,1.18,12.07284978,0.182619025,0.04716892,0.008613942,6.534088025,2,0.151702961,1036.746995,157.277589,0.039909308,27.5978,1.101409097,0.56180235,4.227114908,2.374803089,-65.32916667,18.3125,-65.3125,18.3125,"CLP","-65.3125_18.3125","-65.329_18.312","-65.312_18.312",1,NA
"278",278,"PRICO-349","EPRICO","EPRICO",2016,"8/31/16",18.305283,-65.327977,4.114799868,"PTRF","Not available","CARIB",20,294.672023,"PRICO",27.16,1.18,12.07284978,0.182619025,0.04716892,0.008613942,6.534088025,2,0.151702961,1036.746995,157.277589,0.039909308,27.5978,1.101409097,0.56180235,4.227114908,2.374803089,-65.32916667,18.30416667,-65.3125,18.3125,"CLP","-65.3125_18.3125","-65.329_18.304","-65.312_18.312",1,NA
"279",279,"PRICO-35","SWPRICO","SWPRICO",2014,"6/20/14",17.909102,-67.275037,19.9644,"PVMT","Not available","CARIB",0,292.724963,"PRICO",27.58,1.14,12.81329422,0.186048817,0.05107601,0.009502631,7.240092478,0,0.144564772,713.0653229,103.0841262,0.03693936,27.97717,1.033458756,0.30164289,3.20201044,0.965863682,-67.27916667,17.9125,-67.27083333,17.89583333,"OPEN","-67.2708333333333_17.8958333333333","-67.279_17.913","-67.271_17.896",1,NA
"280",280,"PRICO-350","SWPRICO","SWPRICO",2016,"9/9/16",17.87822,-67.137132,28.65119908,"AGRF","Not available","CARIB",5,292.862868,"PRICO",27.57,1.15,12.86270365,0.214218147,0.04991657,0.010693035,7.405066433,0,0.177312333,640.7989171,113.621551,0.037286616,27.99809,1.043954022,0.277759044,3.535318019,0.981966553,-67.1375,17.87916667,-67.14583333,17.89583333,"OPEN","-67.1458333333333_17.8958333333333","-67.138_17.879","-67.146_17.896",1,NA
"281",281,"PRICO-351","SWPRICO","SWPRICO",2016,"9/9/16",17.916508,-67.152425,10.66799966,"PVMT","Not available","CARIB",2,292.847575,"PRICO",27.59,1.17,13.01291452,0.214218147,0.04991657,0.010693035,7.563709533,1,0.166891877,673.6240527,112.4223823,0.037286616,27.99809,1.043954022,0.270275326,2.30420715,0.622770339,-67.15416667,17.9125,-67.14583333,17.89583333,"OPEN","-67.1458333333333_17.8958333333333","-67.154_17.913","-67.146_17.896",1,NA
"282",282,"PRICO-352","SWPRICO","SWPRICO",2016,"9/9/16",17.92213,-66.99966,20.87879933,"PTRF","Not available","CARIB",18,293.00034,"PRICO",27.57,1.17,13.47543423,0.336991883,0.07108139,0.023953851,7.930479905,1,0.182955258,713.1849258,130.4809323,0.038469137,28.0167,1.07777827,0.284828902,1.332012404,0.379395631,-66.99583333,17.92083333,-66.97916667,17.9375,"OPEN","-66.9791666666667_17.9375","-66.996_17.921","-66.979_17.938",1,NA
"283",283,"PRICO-353","SWPRICO","SWPRICO",2016,"9/9/16",17.92039,-67.009076,13.71599956,"AGRF","Not available","CARIB",18,292.990924,"PRICO",27.57,1.17,13.3402821,0.276379228,0.07891604,0.021810754,7.79837237,1,0.179732742,694.9510372,124.9054558,0.039017226,28.00805,1.092796413,0.289356379,2.248480445,0.650612161,-67.0125,17.92083333,-67.02083333,17.9375,"OPEN","-67.0208333333333_17.9375","-67.012_17.921","-67.021_17.938",1,NA
"284",284,"PRICO-354","SWPRICO","SWPRICO",2016,"9/12/16",17.905963,-67.292132,21.9455993,"PVMT","Not available","CARIB",1,292.707868,"PRICO",27.57,1.12,12.74601328,0.197696579,0.04005296,0.007918333,7.094274353,0,0.142293374,675.437451,96.11027403,0.036973514,27.95762,1.033691443,0.303730259,3.64226297,1.106265476,-67.29583333,17.90416667,-67.3125,17.89583333,"OPEN","-67.3125_17.8958333333333","-67.296_17.904","-67.312_17.896",1,NA
"285",285,"PRICO-355","SWPRICO","SWPRICO",2016,"9/12/16",17.906977,-67.271836,18.59279941,"PVMT","Not available","CARIB",1,292.728164,"PRICO",27.58,1.14,12.81329422,0.186048817,0.05107601,0.009502631,7.240092478,0,0.144564772,713.0653229,103.0841262,0.03693936,27.97717,1.033458756,0.30164289,3.20201044,0.965863682,-67.27083333,17.90416667,-67.27083333,17.89583333,"OPEN","-67.2708333333333_17.8958333333333","-67.271_17.904","-67.271_17.896",1,NA
"286",286,"PRICO-356","SWPRICO","SWPRICO",2016,"9/12/16",17.909828,-67.239702,12.3443996,"PVMT","Not available","CARIB",2,292.760298,"PRICO",27.58,1.14,12.81329422,0.186675306,0.05875979,0.010969002,7.240092478,0,0.144564772,713.0653229,103.0841262,0.037177652,27.98397,1.040378297,0.30164289,3.20201044,0.965863682,-67.2375,17.9125,-67.22916667,17.89583333,"OPEN","-67.2291666666667_17.8958333333333","-67.238_17.913","-67.229_17.896",1,NA
"287",287,"PRICO-357","SWPRICO","SWPRICO",2016,"9/12/16",17.920935,-67.233934,10.05839968,"PVMT","Not available","CARIB",0,292.766066,"PRICO",27.61,1.17,13.03944253,0.21519716,0.07576459,0.016304325,7.501630144,0,0.144564772,713.0653229,103.0841262,0.038521124,28.04267,1.08023516,0.316000657,1.710141267,0.540405764,-67.2375,17.92083333,-67.22916667,17.9375,"OPEN","-67.2291666666667_17.9375","-67.238_17.921","-67.229_17.938",1,NA
"288",288,"PRICO-358","SWPRICO","SWPRICO",2016,"9/13/16",18.376626,-67.477283,21.33599932,"PVMT","Not available","CARIB",1,292.522717,"PRICO",27.45,1.14,12.87617891,0.173525673,0.02988907,0.005186521,6.851971616,0,0.152835744,562.1756775,85.92053816,0.037412555,27.78102,1.039358937,0.606568111,6.900167598,4.185421629,-67.47916667,18.37916667,-67.47916667,18.39583333,"DESE","-67.4791666666667_18.3958333333333","-67.479_18.379","-67.479_18.396",1,NA
"289",289,"PRICO-359","SWPRICO","SWPRICO",2016,"9/13/16",18.37813,-67.483492,18.8975994,"AGRF","Not available","CARIB",18,292.516508,"PRICO",27.45,1.14,12.87617891,0.173525673,0.02988907,0.005186521,6.851971616,0,0.152835744,562.1756775,85.92053816,0.037412555,27.78102,1.039358937,0.606568111,6.900167598,4.185421629,-67.4875,18.37916667,-67.47916667,18.39583333,"DESE","-67.4791666666667_18.3958333333333","-67.488_18.379","-67.479_18.396",1,NA
"290",290,"PRICO-36","SWPRICO","SWPRICO",2014,"5/30/14",17.9067821,-66.943347,13.1064,"PVMT","Not available","CARIB",4,293.056653,"PRICO",27.54,1.14,13.44987415,0.270142734,0.04428657,0.011963695,7.914616371,1,0.183017897,690.3759801,126.3511597,0.037274025,27.97938,1.042904118,0.29619961,2.393831719,0.709052021,-66.94583333,17.90416667,-66.9375,17.89583333,"OPEN","-66.9375_17.8958333333333","-66.946_17.904","-66.938_17.896",1,NA
"291",291,"PRICO-360","SWPRICO","SWPRICO",2016,"9/13/16",18.377535,-67.480614,15.08759952,"PVMT","Not available","CARIB",13,292.519386,"PRICO",27.45,1.14,12.87617891,0.173525673,0.02988907,0.005186521,6.851971616,0,0.152835744,562.1756775,85.92053816,0.037412555,27.78102,1.039358937,0.606568111,6.900167598,4.185421629,-67.47916667,18.37916667,-67.47916667,18.39583333,"DESE","-67.4791666666667_18.3958333333333","-67.479_18.379","-67.479_18.396",1,NA
"292",292,"PRICO-361","SWPRICO","SWPRICO",2016,"9/13/16",18.38355,-67.488995,5.486399824,"BDRK","Not available","CARIB",19,292.511005,"PRICO",27.45,1.14,12.60321992,0.173525673,0.02988907,0.005186521,6.448445729,0,0.130318365,549.5580443,71.61750562,0.037412555,27.78102,1.039358937,0.584826302,8.159424248,4.771845912,-67.4875,18.3875,-67.47916667,18.39583333,"DESE","-67.4791666666667_18.3958333333333","-67.488_18.387","-67.479_18.396",1,NA
"293",293,"PRICO-362","SWPRICO","SWPRICO",2016,"9/13/16",18.381122,-67.472087,12.80159959,"BDRK","Not available","CARIB",8,292.527913,"PRICO",27.45,1.14,12.83442527,0.173525673,0.02988907,0.005186521,6.750008164,0,0.138701465,559.0388832,77.53951217,0.037412555,27.78102,1.039358937,0.602202406,7.807027381,4.701410676,-67.47083333,18.37916667,-67.47916667,18.39583333,"DESE","-67.4791666666667_18.3958333333333","-67.471_18.379","-67.479_18.396",1,NA
"294",294,"PRICO-363","SWPRICO","SWPRICO",2016,"9/15/16",18.046957,-67.390244,10.51559966,"HARD","Not available","CARIB",7,292.609756,"PRICO",27.6,1.14,12.92952107,0.207774901,0.05076504,0.010547701,7.231728197,0,0.153967239,649.0332138,99.9298517,0.037243333,27.94997,1.040950047,0.564380135,3.443733165,1.94357459,-67.3875,18.04583333,-67.39583333,18.0625,"OPEN","-67.3958333333333_18.0625","-67.388_18.046","-67.396_18.062",1,NA
"295",295,"PRICO-364","SWPRICO","SWPRICO",2016,"9/15/16",18.003446,-67.353085,17.52599944,"HARD","Not available","CARIB",1,292.646915,"PRICO",27.61,1.15,12.84045925,0.195565698,0.05457886,0.010673753,7.214088175,0,0.153967239,649.0332138,99.9298517,0.037213272,27.95814,1.04041386,0.457458133,3.012486953,1.378086658,-67.35416667,18.00416667,-67.35416667,18.02083333,"OPEN","-67.3541666666667_18.0208333333333","-67.354_18.004","-67.354_18.021",1,NA
"296",296,"PRICO-365","SWPRICO","SWPRICO",2016,"9/15/16",17.990444,-67.348844,16.76399946,"SCR","Not available","CARIB",0,292.651156,"PRICO",27.6,1.13,12.84045925,0.189059165,0.05490997,0.010381233,7.214088175,0,0.153967239,649.0332138,99.9298517,0.036983373,27.972,1.034498913,0.457458133,3.012486953,1.378086658,-67.34583333,17.9875,-67.35416667,17.97916667,"OPEN","-67.3541666666667_17.9791666666667","-67.346_17.988","-67.354_17.979",1,NA
"297",297,"PRICO-366","SWPRICO","SWPRICO",2016,"9/15/16",17.981211,-67.332557,14.63039953,"PTRF","Not available","CARIB",18,292.667443,"PRICO",27.6,1.13,12.84045925,0.158161221,0.06334948,0.010019431,7.214088175,0,0.153967239,649.0332138,99.9298517,0.037962952,28.0196,1.063706726,0.457458133,3.012486953,1.378086658,-67.32916667,17.97916667,-67.3125,17.97916667,"OPEN","-67.3125_17.9791666666667","-67.329_17.979","-67.312_17.979",1,NA
"298",298,"PRICO-367","SWPRICO","SWPRICO",2016,"9/15/16",18.032617,-67.285221,7.772399751,"PTRF","Not available","CARIB",6,292.714779,"PRICO",27.63,1.16,13.09712557,0.191538311,0.06886804,0.013190868,7.465052044,0,0.153967239,649.0332138,99.9298517,0.039148192,28.06325,1.098625505,0.577580556,2.440976002,1.409860275,-67.2875,18.02916667,-67.27083333,18.02083333,"OPEN","-67.2708333333333_18.0208333333333","-67.287_18.029","-67.271_18.021",1,NA
"299",299,"PRICO-368","SWPRICO","SWPRICO",2016,"10/13/16",17.885646,-66.459624,10.82039965,"AGRF","Not available","CARIB",19,293.540376,"PRICO",27.51,1.19,13.6421317,0.237101649,0.07139726,0.016928408,8.083299372,1,0.187693031,778.7017511,146.1568918,0.040484059,27.8788,1.128646978,0.277129963,1.701116035,0.471430223,-66.4625,17.8875,-66.47916667,17.89583333,"OPEN","-66.4791666666667_17.8958333333333","-66.463_17.887","-66.479_17.896",1,NA
"300",300,"PRICO-369","SWPRICO","SWPRICO",2016,"10/13/16",17.904155,-66.497579,9.296399703,"PVMT","Not available","CARIB",6,293.502421,"PRICO",27.5,1.18,13.59840748,0.237101649,0.07139726,0.016928408,8.088934431,1,0.167632094,788.1501792,132.119265,0.040484059,27.8788,1.128646978,0.274241566,1.560275823,0.427892485,-66.49583333,17.90416667,-66.47916667,17.89583333,"OPEN","-66.4791666666667_17.8958333333333","-66.496_17.904","-66.479_17.896",1,NA
"301",301,"PRICO-37","SWPRICO","SWPRICO",2014,"5/27/14",17.9064909,-66.915985,12.4968,"PVMT","Not available","CARIB",10.20408163,293.084015,"PRICO",27.54,1.14,13.44987415,0.273019701,0.03878649,0.010589476,7.914616371,1,0.183017897,690.3759801,126.3511597,0.036976853,27.95745,1.033778506,0.29619961,2.393831719,0.709052021,-66.9125,17.90416667,-66.89583333,17.89583333,"OPEN","-66.8958333333333_17.8958333333333","-66.912_17.904","-66.896_17.896",1,NA
"302",302,"PRICO-370","SWPRICO","SWPRICO",2016,"10/13/16",17.89417,-66.52585,1.066799966,"BDRK","Not available","CARIB",1,293.47415,"PRICO",27.5,1.18,13.59840748,0.216199653,0.06433118,0.013908379,8.088934431,1,0.167632094,788.1501792,132.119265,0.039314627,27.89009,1.096488486,0.274241566,1.560275823,0.427892485,-66.52916667,17.89583333,-66.52083333,17.89583333,"OPEN","-66.5208333333333_17.8958333333333","-66.529_17.896","-66.521_17.896",1,NA
"303",303,"PRICO-371","SWPRICO","SWPRICO",2016,"10/13/16",17.877358,-66.539874,10.36319967,"PVMT","Not available","CARIB",12,293.460126,"PRICO",27.51,1.16,13.40473236,0.216199653,0.06433118,0.013908379,7.93897637,1,0.167632094,788.1501792,132.119265,0.039314627,27.89009,1.096488486,0.274818735,2.459297654,0.675861071,-66.5375,17.87916667,-66.52083333,17.89583333,"OPEN","-66.5208333333333_17.8958333333333","-66.537_17.879","-66.521_17.896",1,NA
"304",304,"PRICO-372","NPRICO","NPRICO",2017,"5/29/17",18.39052,-67.22318,17.06879945,"AGRF","Not available","CARIB",8,292.77682,"PRICO",27.49,1.11,13.44015216,0.427566946,0.04507237,0.019271456,7.762068063,0,0.335136945,883.5241654,296.1015897,0.036978361,27.74452,1.02594688,0.772878442,3.698661561,2.858615784,-67.22083333,18.3875,-67.22916667,18.39583333,"OPEN","-67.2291666666667_18.3958333333333","-67.221_18.387","-67.229_18.396",1,NA
"305",305,"PRICO-373","NPRICO","NPRICO",2017,"5/29/17",18.38797,-67.23156,17.37359944,"AGRF","Not available","CARIB",14,292.76844,"PRICO",27.49,1.11,13.44015216,0.427566946,0.04507237,0.019271456,7.762068063,0,0.335136945,883.5241654,296.1015897,0.036978361,27.74452,1.02594688,0.772878442,3.698661561,2.858615784,-67.22916667,18.3875,-67.22916667,18.39583333,"OPEN","-67.2291666666667_18.3958333333333","-67.229_18.387","-67.229_18.396",1,NA
"306",306,"PRICO-374","NPRICO","NPRICO",2017,"5/29/17",18.3567,-67.27304,7.772399751,"AGRF","Not available","CARIB",37,292.72696,"PRICO",27.51,1.14,13.37739622,0.431113679,0.04506449,0.019427918,7.71278291,0,0.270151451,778.5574589,210.3284275,0.037133845,27.82844,1.033376988,0.729286271,3.612804969,2.634769062,-67.27083333,18.35416667,-67.27083333,18.35416667,"OPEN","-67.2708333333333_18.3541666666667","-67.271_18.354","-67.271_18.354",1,NA
"307",307,"PRICO-375","NPRICO","NPRICO",2017,"5/29/17",18.35145,-67.27426,17.52599944,"PVMT","Not available","CARIB",2,292.72574,"PRICO",27.51,1.14,13.37739622,0.431113679,0.04506449,0.019427918,7.71278291,0,0.270151451,778.5574589,210.3284275,0.037133845,27.82844,1.033376988,0.729286271,3.612804969,2.634769062,-67.27083333,18.35416667,-67.27083333,18.35416667,"OPEN","-67.2708333333333_18.3541666666667","-67.271_18.354","-67.271_18.354",1,NA
"308",308,"PRICO-376","SWPRICO","SWPRICO",2017,"5/30/17",18.24462,-67.2108,7.619999756,"PVMT","Not available","CARIB",14,292.7892,"PRICO",27.56,1.14,13.49144385,0.37924305,0.06260301,0.023741756,7.897464816,0,0.264847191,939.111977,248.7211687,0.037827748,27.88344,1.054767747,0.68326419,0.608502189,0.415767755,-67.2125,18.24583333,-67.22916667,18.22916667,"OPEN","-67.2291666666667_18.2291666666667","-67.213_18.246","-67.229_18.229",1,NA
"309",309,"PRICO-377","NPRICO","NPRICO",2017,"5/30/17",18.2929,-67.23992,10.66799966,"AGRF","Not available","CARIB",24,292.76008,"PRICO",27.54,1.13,13.40827438,0.410741429,0.05814471,0.023882441,7.781479739,0,0.296571304,935.6398869,277.4839413,0.038550758,27.78164,1.071003268,0.701838683,1.65674908,1.162770593,-67.2375,18.29583333,-67.22916667,18.3125,"OPEN","-67.2291666666667_18.3125","-67.238_18.296","-67.229_18.312",1,NA
"310",310,"PRICO-378","NPRICO","NPRICO",2017,"5/30/17",18.29299,-67.24068,9.448799698,"AGRF","Not available","CARIB",24,292.75932,"PRICO",27.54,1.13,13.40827438,0.410741429,0.05814471,0.023882441,7.781479739,0,0.296571304,935.6398869,277.4839413,0.038550758,27.78164,1.071003268,0.701838683,1.65674908,1.162770593,-67.2375,18.29583333,-67.22916667,18.3125,"OPEN","-67.2291666666667_18.3125","-67.238_18.296","-67.229_18.312",1,NA
"311",311,"PRICO-379","NPRICO","NPRICO",2017,"5/31/17",18.29648,-67.24607,21.33599932,"AGRF","Not available","CARIB",3,292.75393,"PRICO",27.54,1.13,13.38558266,0.410741429,0.05814471,0.023882441,7.753317119,0,0.301059486,816.2612608,245.7431955,0.038550758,27.78164,1.071003268,0.727820901,2.309215011,1.68069495,-67.24583333,18.29583333,-67.22916667,18.3125,"OPEN","-67.2291666666667_18.3125","-67.246_18.296","-67.229_18.312",1,NA
"312",312,"PRICO-38","SWPRICO","SWPRICO",2014,"5/28/14",17.9139212,-67.066889,16.764,"PVMT","Not available","CARIB",0.980392157,292.933111,"PRICO",27.58,1.16,13.29731115,0.190717916,0.05827266,0.01111364,7.728426203,1,0.18307784,698.7019654,127.9168463,0.037643659,27.97439,1.053058403,0.28661983,2.2773372,0.652730001,-67.07083333,17.9125,-67.0625,17.89583333,"OPEN","-67.0625_17.8958333333333","-67.071_17.913","-67.062_17.896",1,NA
"313",313,"PRICO-380","NPRICO","NPRICO",2017,"5/31/17",18.29261,-67.24162,15.39239951,"AGRF","Not available","CARIB",6,292.75838,"PRICO",27.54,1.13,13.40827438,0.410741429,0.05814471,0.023882441,7.781479739,0,0.296571304,935.6398869,277.4839413,0.038550758,27.78164,1.071003268,0.701838683,1.65674908,1.162770593,-67.2375,18.29583333,-67.22916667,18.3125,"OPEN","-67.2291666666667_18.3125","-67.238_18.296","-67.229_18.312",1,NA
"314",314,"PRICO-381","NPRICO","NPRICO",2017,"8/30/17",18.40299,-65.70809,18.44039941,"AGRF","Not available","CARIB",3,294.29191,"PRICO",27.08,1.23,14.31325702,0.341286256,0.06898577,0.023543895,7.721383025,2,0.159835496,1014.109023,162.090619,0.04170063,27.41249,1.143118104,0.626301982,5.278550332,3.305966534,-65.70416667,18.40416667,-65.6875,18.39583333,"NER","-65.6875_18.3958333333333","-65.704_18.404","-65.688_18.396",1,NA
"315",315,"PRICO-382","NPRICO","NPRICO",2017,"8/30/17",18.40328,-65.72664,13.25879958,"PVMT","Not available","CARIB",8,294.27336,"PRICO",27.08,1.23,14.31325702,0.347278504,0.06859348,0.023821041,7.721383025,2,0.159835496,1014.109023,162.090619,0.042036848,27.41513,1.15244566,0.626301982,5.278550332,3.305966534,-65.72916667,18.40416667,-65.72916667,18.39583333,"NER","-65.7291666666667_18.3958333333333","-65.729_18.404","-65.729_18.396",1,NA
"316",316,"PRICO-383","NPRICO","NPRICO",2017,"8/30/17",18.41325,-65.74689,13.41119957,"AGRF","Not available","CARIB",4,294.25311,"PRICO",27.05,1.22,14.41096608,0.347278504,0.06859348,0.023821041,7.807590459,2,0.200564041,1083.665423,217.3443161,0.042036848,27.41513,1.15244566,0.384781088,0.283442849,0.109063448,-65.74583333,18.4125,-65.72916667,18.39583333,"NER","-65.7291666666667_18.3958333333333","-65.746_18.413","-65.729_18.396",1,NA
"317",317,"PRICO-384","NPRICO","NPRICO",2017,"8/30/17",18.38358,-65.71718,0.914399971,"PTRF","Not available","CARIB",10,294.28282,"PRICO",27.08,1.23,14.31325702,0.347278504,0.06859348,0.023821041,7.721383025,2,0.159835496,1014.109023,162.090619,0.042036848,27.41513,1.15244566,0.626301982,5.278550332,3.305966534,-65.72083333,18.3875,-65.72916667,18.39583333,"NER","-65.7291666666667_18.3958333333333","-65.721_18.387","-65.729_18.396",1,NA
"318",318,"PRICO-385","NPRICO","NPRICO",2017,"8/31/17",18.40358,-65.63886,20.87879933,"PVMT","Not available","CARIB",0,294.36114,"PRICO",27.09,1.22,14.05031387,0.253306386,0.0665621,0.016860605,7.511151427,2,0.15106457,988.2799269,149.2940818,0.041829219,27.49423,1.150062172,0.629923521,5.161255478,3.251196224,-65.6375,18.40416667,-65.64583333,18.39583333,"NER","-65.6458333333333_18.3958333333333","-65.638_18.404","-65.646_18.396",1,NA
"319",319,"PRICO-386","NPRICO","NPRICO",2017,"8/31/17",18.38389,-65.65499,13.10639958,"AGRF","Not available","CARIB",2,294.34501,"PRICO",27.09,1.22,14.17440803,0.253306386,0.0665621,0.016860605,7.622576575,2,0.143559153,1007.269882,144.6028115,0.041829219,27.49423,1.150062172,0.637996099,5.406402593,3.449263761,-65.65416667,18.3875,-65.64583333,18.39583333,"NER","-65.6458333333333_18.3958333333333","-65.654_18.387","-65.646_18.396",1,NA
"320",320,"PRICO-387","NPRICO","NPRICO",2017,"8/31/17",18.38084,-65.65386,11.42999963,"PTRF","Not available","CARIB",2,294.34614,"PRICO",27.09,1.22,14.17440803,0.253306386,0.0665621,0.016860605,7.622576575,2,0.143559153,1007.269882,144.6028115,0.041829219,27.49423,1.150062172,0.637996099,5.406402593,3.449263761,-65.65416667,18.37916667,-65.64583333,18.39583333,"NER","-65.6458333333333_18.3958333333333","-65.654_18.379","-65.646_18.396",1,NA
"321",321,"PRICO-388","NPRICO","NPRICO",2017,"8/31/17",18.39228,-65.63861,16.15439948,"PTRF","Not available","CARIB",6,294.36139,"PRICO",27.09,1.22,14.05031387,0.253306386,0.0665621,0.016860605,7.511151427,2,0.15106457,988.2799269,149.2940818,0.041829219,27.49423,1.150062172,0.629923521,5.161255478,3.251196224,-65.6375,18.39583333,-65.64583333,18.39583333,"NER","-65.6458333333333_18.3958333333333","-65.638_18.396","-65.646_18.396",1,NA
"322",322,"PRICO-389","NPRICO","NPRICO",2017,"8/31/17",18.37875,-65.64167,4.571999854,"BDRK","Not available","CARIB",3,294.35833,"PRICO",27.09,1.22,14.07284605,0.253306386,0.0665621,0.016860605,7.567772705,2,0.15106457,988.2799269,149.2940818,0.041829219,27.49423,1.150062172,0.613630179,4.136396277,2.538217589,-65.64583333,18.37916667,-65.64583333,18.39583333,"NER","-65.6458333333333_18.3958333333333","-65.646_18.379","-65.646_18.396",1,NA
"323",323,"PRICO-39","SWPRICO","SWPRICO",2014,"6/19/14",17.9180079,-67.31176,14.1732,"PVMT","Not available","CARIB",8.163265306,292.68824,"PRICO",27.6,1.15,12.74601328,0.18969916,0.06148256,0.01166319,7.094274353,0,0.142293374,675.437451,96.11027403,0.037565607,28.01346,1.052342625,0.303730259,3.64226297,1.106265476,-67.3125,17.92083333,-67.3125,17.9375,"OPEN","-67.3125_17.9375","-67.312_17.921","-67.312_17.938",1,NA
"324",324,"PRICO-390","NPRICO","NPRICO",2017,"9/1/17",18.46334,-66.05654,8.381999732,"SCR","Not available","CARIB",0,293.94346,"PRICO",27.11,1.21,14.62802086,0.312063448,0.0533694,0.016654639,8.134289425,2,0.214395706,944.9610652,202.5955951,0.040263735,27.45887,1.105596671,0.607734334,8.18123621,4.972018143,-66.05416667,18.4625,-66.0625,18.47916667,"OPEN","-66.0625_18.4791666666667","-66.054_18.462","-66.062_18.479",1,NA
"325",325,"PRICO-391","NPRICO","NPRICO",2017,"9/1/17",18.45371,-66.02283,5.181599834,"AGRF","Not available","CARIB",2,293.97717,"PRICO",27.1,1.2,14.63763082,2.745511184,0.06596848,0.1811172,8.181563305,2,0.220182681,899.7614094,198.1118798,0.05655085,26.80492,1.515841021,0.618191334,7.854737086,4.855730397,-66.02083333,18.45416667,-66.02083333,18.4375,"OPEN","-66.0208333333333_18.4375","-66.021_18.454","-66.021_18.438",1,NA
"326",326,"PRICO-392","NPRICO","NPRICO",2017,"9/1/17",18.46289,-66.00464,3.657599883,"AGRF","Not available","CARIB",11,293.99536,"PRICO",27.1,1.2,14.60692944,0.292187582,0.05175025,0.01512078,8.085036887,2,0.220182681,899.7614094,198.1118798,0.040412689,27.43334,1.108655041,0.607207235,8.388038561,5.093277705,-66.00416667,18.4625,-66.02083333,18.47916667,"OPEN","-66.0208333333333_18.4791666666667","-66.004_18.462","-66.021_18.479",1,NA
"327",327,"PRICO-4","SWPRICO","SWPRICO",2014,"7/18/14",17.8759394,-66.271139,25.2984,"PVMT","Not available","CARIB",2.97029703,293.728861,"PRICO",27.42,1.2,13.7069817,0.209404428,0.0519603,0.010880717,7.910356565,2,0.168604214,688.8198151,116.1379238,0.040191054,27.86822,1.120053124,0.282300287,3.03121452,0.855712728,-66.27083333,17.87916667,-66.27083333,17.89583333,"OPEN","-66.2708333333333_17.8958333333333","-66.271_17.879","-66.271_17.896",1,NA
"328",328,"PRICO-40","SWPRICO","SWPRICO",2014,"6/20/14",17.917781,-67.235312,9.2964,"PVMT","Not available","CARIB",2,292.764688,"PRICO",27.61,1.17,12.88197702,0.21519716,0.07576459,0.016304325,7.358943554,0,0.151499233,703.7467771,106.6170972,0.038521124,28.04267,1.08023516,0.279047123,2.783543641,0.776739844,-67.2375,17.92083333,-67.22916667,17.9375,"OPEN","-67.2291666666667_17.9375","-67.238_17.921","-67.229_17.938",1,NA
"329",329,"PRICO-41","SWPRICO","SWPRICO",2014,"6/19/14",17.9189814,-67.268334,16.1544,"PVMT","Not available","CARIB",0,292.731666,"PRICO",27.6,1.16,12.81329422,0.186908756,0.06160569,0.011514643,7.240092478,0,0.144564772,713.0653229,103.0841262,0.037565607,28.01346,1.052342625,0.30164289,3.20201044,0.965863682,-67.27083333,17.92083333,-67.27083333,17.9375,"OPEN","-67.2708333333333_17.9375","-67.271_17.921","-67.271_17.938",1,NA
