"","ll_id","OCEAN","REGION","REGION_SUB","SI_LATI","SI_LONG","YEAR","DATE","SI_LONG_360","REGION_NEW","long_bin_2.5","lat_bin_2.5","c_sst_mean","c_sst_sd","human_pop50","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd"
"1046",1046,"CARIB","USVI","STX",17.682035,-64.704874,2015,"6/12/2015",295.295126,"USVI",-64.6875,17.6875,27.25,1.18,49715,10.8140820918654,0.225364598209206,0.03715124,0.00837257427557379,221.602676391602,5.40538846209173,2,0.20824296382176,612.815355427497,127.614485889707,0.0398901286236536,27.82361,1.10988738167438,0.253391293461515,3.60763978689539,0.914144511944648
"1047",1047,"CARIB","USVI","STX",17.682799,-64.720905,2015,"6/12/2015",295.279095,"USVI",-64.72916667,17.6875,27.25,1.18,49715,10.8140820918654,0.297386585762439,0.04012263,0.0119319319475096,221.602676391602,5.40538846209173,2,0.20824296382176,612.815355427497,127.614485889707,0.040843884814852,27.8855,1.13895215000456,0.253391293461515,3.60763978689539,0.914144511944648
"1048",1048,"CARIB","USVI","STX",17.683026,-64.746357,2015,"6/11/2015",295.253643,"USVI",-64.72916667,17.6875,27.27,1.19,49715,10.8140820918654,0.297386585762439,0.04012263,0.0119319319475096,221.602676391602,5.40538846209173,2,0.187386354769179,616.368710581315,115.499085869612,0.040843884814852,27.8855,1.13895215000456,0.252502533175871,3.34919430432412,0.845680045940038
"1049",1049,"CARIB","USVI","STX",17.688546,-64.683254,2015,"6/11/2015",295.316746,"USVI",-64.6875,17.6875,27.23,1.19,49715,10.8140820918654,0.225364598209206,0.03715124,0.00837257427557379,221.602676391602,5.40538846209173,2,0.188478900689975,615.130747510396,115.939167071362,0.0398901286236536,27.82361,1.10988738167438,0.255496419013023,4.00792194407107,1.02400970439387
"1050",1050,"CARIB","USVI","STX",17.690957,-64.665366,2015,"6/10/2015",295.334634,"USVI",-64.64583333,17.6875,27.23,1.19,49715,10.8140820918654,0.212308710282487,0.03543565,0.00752329714952161,221.602676391602,5.40538846209173,2,0.188478900689975,615.130747510396,115.939167071362,0.0396775299974046,27.77545,1.10206125056641,0.255496419013023,4.00792194407107,1.02400970439387
"1051",1051,"CARIB","USVI","STX",17.657722,-64.846011,2015,"6/10/2015",295.153989,"USVI",-64.85416667,17.64583333,27.28,1.18,49715,10.8140820918654,0.210785011761476,0.04645897,0.00979285453787607,221.602676391602,5.40538846209173,2,0.191067447577681,625.591019254176,119.530079276415,0.0399826068513266,27.8542,1.11368352775822,0.252432699276137,3.07194047326921,0.775458225682962
"1052",1052,"CARIB","USVI","STX",17.659139,-64.839429,2015,"6/10/2015",295.160571,"USVI",-64.85416667,17.64583333,27.28,1.18,49715,10.8140820918654,0.210785011761476,0.04645897,0.00979285453787607,221.602676391602,5.40538846209173,2,0.191067447577681,625.591019254176,119.530079276415,0.0399826068513266,27.8542,1.11368352775822,0.252432699276137,3.07194047326921,0.775458225682962
"1053",1053,"CARIB","USVI","STX",17.658381,-64.871935,2015,"6/8/2015",295.128065,"USVI",-64.85416667,17.64583333,27.29,1.18,49715,10.8140820918654,0.210785011761476,0.04645897,0.00979285453787607,221.602676391602,5.40538846209173,2,0.198467692956402,636.468318638074,126.318398839939,0.0399826068513266,27.8542,1.11368352775822,0.25211134204798,2.91171840130156,0.734077233817934
"1054",1054,"CARIB","USVI","STX",17.667482,-64.86496,2015,"6/8/2015",295.13504,"USVI",-64.85416667,17.6875,27.3,1.19,49715,10.8140820918654,0.396235145421148,0.04626847,0.018333193938864,221.602676391602,5.40538846209173,2,0.198467692956402,636.468318638074,126.318398839939,0.0426759275281436,27.86784,1.1892859202059,0.25211134204798,2.91171840130156,0.734077233817934
"1055",1055,"CARIB","USVI","STX",17.684647,-64.71621,2015,"6/11/2015",295.28379,"USVI",-64.72916667,17.6875,27.25,1.18,49715,10.8140820918654,0.297386585762439,0.04012263,0.0119319319475096,221.602676391602,5.40538846209173,2,0.20824296382176,612.815355427497,127.614485889707,0.040843884814852,27.8855,1.13895215000456,0.253391293461515,3.60763978689539,0.914144511944648
"1056",1056,"CARIB","USVI","STX",17.686487,-64.712457,2015,"6/11/2015",295.287543,"USVI",-64.72916667,17.6875,27.25,1.18,49715,10.8140820918654,0.297386585762439,0.04012263,0.0119319319475096,221.602676391602,5.40538846209173,2,0.20824296382176,612.815355427497,127.614485889707,0.040843884814852,27.8855,1.13895215000456,0.253391293461515,3.60763978689539,0.914144511944648
"1057",1057,"CARIB","USVI","STX",17.691575,-64.698836,2015,"6/10/2015",295.301164,"USVI",-64.6875,17.6875,27.23,1.19,49715,10.8140820918654,0.225364598209206,0.03715124,0.00837257427557379,221.602676391602,5.40538846209173,2,0.20824296382176,612.815355427497,127.614485889707,0.0398901286236536,27.82361,1.10988738167438,0.253391293461515,3.60763978689539,0.914144511944648
"1058",1058,"CARIB","USVI","STX",17.694342,-64.692264,2015,"6/11/2015",295.307736,"USVI",-64.6875,17.6875,27.23,1.19,49715,10.8140820918654,0.225364598209206,0.03715124,0.00837257427557379,221.602676391602,5.40538846209173,2,0.188478900689975,615.130747510396,115.939167071362,0.0398901286236536,27.82361,1.10988738167438,0.255496419013023,4.00792194407107,1.02400970439387
"1059",1059,"CARIB","USVI","STX",17.788409,-64.627597,2015,"6/17/2015",295.372403,"USVI",-64.64583333,17.77083333,27.14,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1060",1060,"CARIB","USVI","STX",17.778796,-64.6426,2015,"6/15/2015",295.3574,"USVI",-64.64583333,17.77083333,27.15,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1061",1061,"CARIB","USVI","STX",17.788375,-64.576664,2015,"6/16/2015",295.423336,"USVI",-64.5625,17.77083333,27.13,1.19,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0405350479149853,27.71751,1.12353059593408,0.340334975403705,6.69165567109482,2.27740446823212
"1062",1062,"CARIB","USVI","STX",17.784465,-64.612942,2015,"6/15/2015",295.387058,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0410593659718,27.66761,1.13601452455503,0.358496876657501,5.98652210286461,2.14614947591806
"1063",1063,"CARIB","USVI","STX",17.783094,-64.614816,2015,"6/15/2015",295.385184,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0410593659718,27.66761,1.13601452455503,0.358496876657501,5.98652210286461,2.14614947591806
"1064",1064,"CARIB","USVI","STX",17.784614,-64.649255,2015,"6/15/2015",295.350745,"USVI",-64.64583333,17.77083333,27.15,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1065",1065,"CARIB","USVI","STX",17.783549,-64.614349,2015,"6/17/2015",295.385651,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0410593659718,27.66761,1.13601452455503,0.358496876657501,5.98652210286461,2.14614947591806
"1066",1066,"CARIB","USVI","STX",17.785081,-64.647373,2015,"6/15/2015",295.352627,"USVI",-64.64583333,17.77083333,27.15,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1067",1067,"CARIB","USVI","STX",17.791949,-64.636589,2015,"6/16/2015",295.363411,"USVI",-64.64583333,17.8125,27.14,1.2,49715,10.8140820918654,0.197159160420943,0.03751256,0.00739594483484024,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0401474041456545,27.69345,1.11182012933748,0.358496876657501,5.98652210286461,2.14614947591806
"1068",1068,"CARIB","USVI","STX",17.7942,-64.637553,2015,"6/16/2015",295.362447,"USVI",-64.64583333,17.8125,27.14,1.2,49715,10.8140820918654,0.197159160420943,0.03751256,0.00739594483484024,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0401474041456545,27.69345,1.11182012933748,0.358496876657501,5.98652210286461,2.14614947591806
"1069",1069,"CARIB","USVI","STX",17.794219,-64.635195,2015,"6/16/2015",295.364805,"USVI",-64.64583333,17.8125,27.14,1.2,49715,10.8140820918654,0.197159160420943,0.03751256,0.00739594483484024,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0401474041456545,27.69345,1.11182012933748,0.358496876657501,5.98652210286461,2.14614947591806
"1070",1070,"CARIB","USVI","STX",17.79769,-64.597969,2015,"6/17/2015",295.402031,"USVI",-64.60416667,17.8125,27.13,1.19,49715,10.8140820918654,0.206083386710084,0.04013147,0.00827042925125413,221.602676391602,5.40538846209173,3,0.236315062525566,691.308808370079,163.36668427445,0.0396905285361038,27.66239,1.09793487967183,0.349558326200118,7.01785445656132,2.45314945735161
"1071",1071,"CARIB","USVI","STX",17.799224,-64.630996,2015,"6/16/2015",295.369004,"USVI",-64.64583333,17.8125,27.14,1.2,49715,10.8140820918654,0.197159160420943,0.03751256,0.00739594483484024,221.602676391602,5.40538846209173,3,0.215498411112917,673.010177351978,145.032623882174,0.0401474041456545,27.69345,1.11182012933748,0.361325921474804,6.29175141616295,2.27337287813548
"1072",1072,"CARIB","USVI","STX",17.787701,-64.604011,2015,"6/15/2015",295.395989,"USVI",-64.60416667,17.77083333,27.13,1.19,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0410593659718,27.66761,1.13601452455503,0.340334975403705,6.69165567109482,2.27740446823212
"1073",1073,"CARIB","USVI","STX",17.774182,-64.599646,2015,"6/18/2015",295.400354,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0410593659718,27.66761,1.13601452455503,0.340334975403705,6.69165567109482,2.27740446823212
"1074",1074,"CARIB","USVI","STX",17.784005,-64.613881,2015,"6/17/2015",295.386119,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0410593659718,27.66761,1.13601452455503,0.358496876657501,5.98652210286461,2.14614947591806
"1075",1075,"CARIB","USVI","STX",17.790048,-64.593185,2015,"6/17/2015",295.406815,"USVI",-64.60416667,17.77083333,27.13,1.19,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0410593659718,27.66761,1.13601452455503,0.340334975403705,6.69165567109482,2.27740446823212
"1076",1076,"CARIB","USVI","STX",17.712997,-64.567518,2015,"6/16/2015",295.432482,"USVI",-64.5625,17.72916667,27.21,1.17,49715,10.8140820918654,0.224298727794716,0.03516158,0.00788669766125214,221.602676391602,5.40538846209173,3,0.213159923065486,637.168491909453,135.818786715171,0.0394619002748684,27.73414,1.09444186688924,0.329556725697904,7.38748494110773,2.43459534833404
"1077",1077,"CARIB","USVI","STX",17.766873,-64.609483,2015,"6/15/2015",295.390517,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0410593659718,27.66761,1.13601452455503,0.340334975403705,6.69165567109482,2.27740446823212
"1078",1078,"CARIB","USVI","STX",17.775677,-64.525622,2015,"6/19/2015",295.474378,"USVI",-64.52083333,17.77083333,27.2,1.17,0,0,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0400684033316882,27.72336,1.11083077018959,0.337355710932365,8.0239873347931,2.70693795184142
"1079",1079,"CARIB","USVI","STX",17.733801,-64.564871,2015,"6/16/2015",295.435129,"USVI",-64.5625,17.72916667,27.21,1.17,49715,10.8140820918654,0.224298727794716,0.03516158,0.00788669766125214,221.602676391602,5.40538846209173,3,0.213159923065486,637.168491909453,135.818786715171,0.0394619002748684,27.73414,1.09444186688924,0.329556725697904,7.38748494110773,2.43459534833404
"1080",1080,"CARIB","USVI","STX",17.737553,-64.547459,2015,"6/16/2015",295.452541,"USVI",-64.5625,17.72916667,27.21,1.17,49715,10.8140820918654,0.224298727794716,0.03516158,0.00788669766125214,221.602676391602,5.40538846209173,3,0.213159923065486,637.168491909453,135.818786715171,0.0394619002748684,27.73414,1.09444186688924,0.329556725697904,7.38748494110773,2.43459534833404
"1081",1081,"CARIB","USVI","STX",17.773561,-64.564745,2015,"6/16/2015",295.435255,"USVI",-64.5625,17.77083333,27.18,1.19,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0405350479149853,27.71751,1.12353059593408,0.335355174696162,7.54956187885701,2.53178464276358
"1082",1082,"CARIB","USVI","STX",17.777306,-64.548272,2015,"6/16/2015",295.451728,"USVI",-64.5625,17.77083333,27.18,1.19,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0405350479149853,27.71751,1.12353059593408,0.335355174696162,7.54956187885701,2.53178464276358
"1083",1083,"CARIB","USVI","STX",17.780565,-64.536039,2015,"6/15/2015",295.463961,"USVI",-64.52083333,17.77083333,27.18,1.19,49715,10.8140820918654,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0400684033316882,27.72336,1.11083077018959,0.335355174696162,7.54956187885701,2.53178464276358
"1084",1084,"CARIB","USVI","STX",17.782768,-64.543132,2015,"6/15/2015",295.456868,"USVI",-64.5625,17.77083333,27.18,1.19,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0405350479149853,27.71751,1.12353059593408,0.335355174696162,7.54956187885701,2.53178464276358
"1085",1085,"CARIB","USVI","STX",17.785273,-64.569091,2015,"6/15/2015",295.430909,"USVI",-64.5625,17.77083333,27.18,1.19,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0405350479149853,27.71751,1.12353059593408,0.335355174696162,7.54956187885701,2.53178464276358
"1086",1086,"CARIB","USVI","STX",17.799376,-64.556952,2015,"6/19/2015",295.443048,"USVI",-64.5625,17.8125,27.15,1.18,49715,10.8140820918654,0.246974995413262,0.03975443,0.00981835016690686,221.602676391602,5.40538846209173,3,0.230038801950149,688.654235771495,158.41719535477,0.0402439646842077,27.67528,1.11376299094556,0.337711717684642,7.67492403492378,2.59191177893325
"1087",1087,"CARIB","USVI","STX",17.764801,-64.529774,2015,"6/18/2015",295.470226,"USVI",-64.52083333,17.77083333,27.2,1.17,49715,10.8140820918654,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0400684033316882,27.72336,1.11083077018959,0.335355174696162,7.54956187885701,2.53178464276358
"1088",1088,"CARIB","USVI","STX",17.713569,-64.662746,2015,"6/16/2015",295.337254,"USVI",-64.64583333,17.72916667,27.23,1.19,49715,10.8140820918654,0.214134660542837,0.0378526,0.00810555365166378,221.602676391602,5.40538846209173,2,0.198924784942948,647.561574360633,128.816046917006,0.0410822650282575,27.778,1.14118315795494,0.255496419013023,4.00792194407107,1.02400970439387
"1089",1089,"CARIB","USVI","STX",17.767352,-64.660414,2015,"6/16/2015",295.339586,"USVI",-64.64583333,17.77083333,27.16,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.211848290450846,662.507280796849,140.351034848051,0.0404203555628245,27.6534,1.11776026052101,0.380974629525925,5.37258526039996,2.04681867917732
"1090",1090,"CARIB","USVI","STX",17.768359,-64.648163,2015,"6/15/2015",295.351837,"USVI",-64.64583333,17.77083333,27.15,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1091",1091,"CARIB","USVI","STX",17.76077,-64.637249,2015,"6/18/2015",295.362751,"USVI",-64.64583333,17.77083333,27.15,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0404203555628245,27.6534,1.11776026052101,0.358496876657501,5.98652210286461,2.14614947591806
"1092",1092,"CARIB","USVI","STX",17.781491,-64.533217,2015,"6/19/2015",295.466783,"USVI",-64.52083333,17.77083333,27.2,1.17,49715,10.8140820918654,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0400684033316882,27.72336,1.11083077018959,0.335355174696162,7.54956187885701,2.53178464276358
"1093",1093,"CARIB","USVI","STX",17.767926,-64.534516,2015,"6/19/2015",295.465484,"USVI",-64.52083333,17.77083333,27.18,1.19,49715,10.8140820918654,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.217239329197285,663.126347480653,144.057122899743,0.0400684033316882,27.72336,1.11083077018959,0.335355174696162,7.54956187885701,2.53178464276358
"1094",1094,"CARIB","USVI","STX",17.760786,-64.580194,2015,"6/18/2015",295.419806,"USVI",-64.5625,17.77083333,27.15,1.2,49715,10.8140820918654,0.240883287092282,0.04120135,0.0099247166206396,221.602676391602,5.40538846209173,3,0.222114604408435,686.473735967831,152.475842301275,0.0405350479149853,27.71751,1.12353059593408,0.340334975403705,6.69165567109482,2.27740446823212
"1095",1095,"CARIB","USVI","STX",17.766756,-64.623629,2015,"6/19/2015",295.376371,"USVI",-64.60416667,17.77083333,27.15,1.2,49715,10.8140820918654,0.26195040546767,0.04150485,0.0108722122863748,221.602676391602,5.40538846209173,3,0.214788975694405,670.06461466146,143.922492232201,0.0410593659718,27.66761,1.13601452455503,0.358496876657501,5.98652210286461,2.14614947591806
"1096",1096,"CARIB","USVI","STX",17.769119,-64.665145,2015,"6/16/2015",295.334855,"USVI",-64.64583333,17.77083333,27.16,1.2,49715,10.8140820918654,0.21714281856864,0.03885926,0.00843800924389159,221.602676391602,5.40538846209173,3,0.211848290450846,662.507280796849,140.351034848051,0.0404203555628245,27.6534,1.11776026052101,0.380974629525925,5.37258526039996,2.04681867917732
"1097",1097,"CARIB","USVI","STX",17.762338,-64.497688,2015,"6/18/2015",295.502312,"USVI",-64.47916667,17.77083333,27.2,1.17,0,0,0.228184867643604,0.03388939,0.00773304597167248,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0397588135634311,27.75314,1.1034319190598,0.337355710932365,8.0239873347931,2.70693795184142
"1098",1098,"CARIB","USVI","STX",17.781068,-64.470491,2015,"6/17/2015",295.529509,"USVI",-64.47916667,17.77083333,27.21,1.16,49715,10.8140820918654,0.228184867643604,0.03388939,0.00773304597167248,221.602676391602,5.40538846209173,3,0.222061257808911,614.300875540158,136.412425095563,0.0397588135634311,27.75314,1.1034319190598,0.342962176483824,8.26230691399363,2.8336587620006
"1099",1099,"CARIB","USVI","STX",17.768088,-64.513769,2015,"6/18/2015",295.486231,"USVI",-64.52083333,17.77083333,27.2,1.17,0,0,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0400684033316882,27.72336,1.11083077018959,0.337355710932365,8.0239873347931,2.70693795184142
"1100",1100,"CARIB","USVI","STX",17.77219,-64.509088,2015,"6/19/2015",295.490912,"USVI",-64.52083333,17.77083333,27.2,1.17,0,0,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0400684033316882,27.72336,1.11083077018959,0.337355710932365,8.0239873347931,2.70693795184142
"1101",1101,"CARIB","USVI","STX",17.791107,-64.516792,2015,"6/18/2015",295.483208,"USVI",-64.52083333,17.77083333,27.16,1.18,0,0,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0400684033316882,27.72336,1.11083077018959,0.337355710932365,8.0239873347931,2.70693795184142
"1102",1102,"CARIB","USVI","STX",17.793016,-64.503603,2015,"6/18/2015",295.496397,"USVI",-64.52083333,17.8125,27.16,1.18,0,0,0.25368515687078,0.04149019,0.0105254453587485,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0403892409222494,27.68571,1.11820481129353,0.337355710932365,8.0239873347931,2.70693795184142
"1103",1103,"CARIB","USVI","STX",17.796954,-64.520143,2015,"6/18/2015",295.479857,"USVI",-64.52083333,17.8125,27.16,1.18,49715,10.8140820918654,0.25368515687078,0.04149019,0.0105254453587485,221.602676391602,5.40538846209173,3,0.218838998552097,677.96585739443,148.365369284711,0.0403892409222494,27.68571,1.11820481129353,0.336911515506273,8.06039290564626,2.71563918941729
"1104",1104,"CARIB","USVI","STX",17.800471,-64.473951,2015,"6/17/2015",295.526049,"USVI",-64.47916667,17.8125,27.17,1.17,49715,10.8140820918654,0.222726049000877,0.03929555,0.00875214259481643,221.602676391602,5.40538846209173,3,0.203011782408595,667.022391570889,135.41340461925,0.0404326695287175,27.7131,1.1205146139163,0.341900911966115,8.27896156649259,2.83058450971623
"1105",1105,"CARIB","USVI","STX",17.80576,-64.491446,2015,"6/19/2015",295.508554,"USVI",-64.47916667,17.8125,27.17,1.17,49715,10.8140820918654,0.222726049000877,0.03929555,0.00875214259481643,221.602676391602,5.40538846209173,3,0.218838998552097,677.96585739443,148.365369284711,0.0404326695287175,27.7131,1.1205146139163,0.336911515506273,8.06039290564626,2.71563918941729
"1106",1106,"CARIB","USVI","STX",17.80615,-64.499468,2015,"6/19/2015",295.500532,"USVI",-64.47916667,17.8125,27.16,1.18,49715,10.8140820918654,0.222726049000877,0.03929555,0.00875214259481643,221.602676391602,5.40538846209173,3,0.218838998552097,677.96585739443,148.365369284711,0.0404326695287175,27.7131,1.1205146139163,0.336911515506273,8.06039290564626,2.71563918941729
"1107",1107,"CARIB","USVI","STX",17.808804,-64.447134,2015,"6/17/2015",295.552866,"USVI",-64.4375,17.8125,27.19,1.16,49715,10.8140820918654,0.223761028549255,0.03625171,0.0081117199162693,221.602676391602,5.40538846209173,3,0.203011782408595,667.022391570889,135.41340461925,0.0400332496751117,27.72936,1.11009639221105,0.341900911966115,8.27896156649259,2.83058450971623
"1108",1108,"CARIB","USVI","STX",17.824792,-64.484057,2015,"6/17/2015",295.515943,"USVI",-64.47916667,17.8125,27.17,1.17,49715,10.8140820918654,0.222726049000877,0.03929555,0.00875214259481643,221.602676391602,5.40538846209173,3,0.203011782408595,667.022391570889,135.41340461925,0.0404326695287175,27.7131,1.1205146139163,0.341900911966115,8.27896156649259,2.83058450971623
"1109",1109,"CARIB","USVI","STX",17.805424,-64.534836,2015,"6/18/2015",295.465164,"USVI",-64.52083333,17.8125,27.15,1.18,49715,10.8140820918654,0.25368515687078,0.04149019,0.0105254453587485,221.602676391602,5.40538846209173,3,0.230038801950149,688.654235771495,158.41719535477,0.0403892409222494,27.68571,1.11820481129353,0.337711717684642,7.67492403492378,2.59191177893325
"1110",1110,"CARIB","USVI","STX",17.770842,-64.508133,2015,"6/19/2015",295.491867,"USVI",-64.52083333,17.77083333,27.2,1.17,0,0,0.246127618603875,0.03705965,0.0091214034007931,221.602676391602,5.40538846209173,3,0.214932895600695,638.996555201072,137.341379888236,0.0400684033316882,27.72336,1.11083077018959,0.337355710932365,8.0239873347931,2.70693795184142
"1111",1111,"CARIB","USVI","STX",17.738598,-64.892094,2015,"6/16/2015",295.107906,"USVI",-64.89583333,17.72916667,27.3200000000001,1.17,0,0,0.335730998177019,0.03812006,0.0127980857943678,221.602676391602,5.40538846209173,2,0.228642369165645,600.926382622515,137.397231816953,0.0397103657849972,27.76394,1.10251621303272,0.270760662894017,2.47220637384399,0.669376236592812
"1112",1112,"CARIB","USVI","STX",17.768072,-64.880617,2015,"6/16/2015",295.119383,"USVI",-64.89583333,17.77083333,27.27,1.17,49715,10.8140820918654,0.29831186062881,0.03287888,0.00980815986819138,221.602676391602,5.40538846209173,2,0.201441832032264,597.095188858396,120.279948741286,0.0391324359341174,27.77547,1.086921800315,0.405931001574143,3.63645245123283,1.47614878570569
"1113",1113,"CARIB","USVI","STX",17.770881,-64.870273,2015,"6/16/2015",295.129727,"USVI",-64.85416667,17.77083333,27.27,1.17,49715,10.8140820918654,0.29599122603584,0.03535558,0.0104649414714082,221.602676391602,5.40538846209173,2,0.201441832032264,597.095188858396,120.279948741286,0.0400238207582784,27.71689,1.10933583733692,0.405931001574143,3.63645245123283,1.47614878570569
"1114",1114,"CARIB","USVI","STX",17.737198,-64.896794,2015,"6/15/2015",295.103206,"USVI",-64.89583333,17.72916667,27.3200000000001,1.17,0,0,0.335730998177019,0.03812006,0.0127980857943678,221.602676391602,5.40538846209173,2,0.228642369165645,600.926382622515,137.397231816953,0.0397103657849972,27.76394,1.10251621303272,0.270760662894017,2.47220637384399,0.669376236592812
"1115",1115,"CARIB","USVI","STX",17.779481,-64.668542,2015,"6/15/2015",295.331458,"USVI",-64.6875,17.77083333,27.16,1.2,49715,10.8140820918654,0.221101050881586,0.0374603,0.00828251169633946,221.602676391602,5.40538846209173,3,0.211848290450846,662.507280796849,140.351034848051,0.0400239360022191,27.69172,1.10833162907137,0.380974629525925,5.37258526039996,2.04681867917732
"1116",1116,"CARIB","USVI","STX",17.765882,-64.725942,2015,"6/16/2015",295.274058,"USVI",-64.72916667,17.77083333,27.19,1.22,49715,10.8140820918654,0.21539676654552,0.0368202,0.00793095202355934,221.602676391602,5.40538846209173,2,0.21111125672644,659.561718106332,139.240903198078,0.0408255211960761,27.66761,1.12954459849977,0.388565909036905,4.97771605861866,1.93417076524476
"1117",1117,"CARIB","USVI","STX",17.771338,-64.869807,2015,"6/16/2015",295.130193,"USVI",-64.85416667,17.77083333,27.27,1.17,49715,10.8140820918654,0.29599122603584,0.03535558,0.0104649414714082,221.602676391602,5.40538846209173,2,0.201441832032264,597.095188858396,120.279948741286,0.0400238207582784,27.71689,1.10933583733692,0.405931001574143,3.63645245123283,1.47614878570569
