"","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","ll_id","long_bin_2.5","lat_bin_2.5","coral_cover"
"393","FLK-163","FLK","Lower Keys",2014,2014-08-25,24.49993333,-81.62965,5.33399982931201,"CONT_LR",NA,"CARIB",1478,-81.6458333333333,24.4791666666667,4
"394","FLK-164","FLK","Upper Keys",2014,2014-09-05,25.04051667,-80.42323333,3.5051998878336,"ISOL_MR",NA,"CARIB",1479,-80.4375,25.0208333333333,14
"395","FLK-164","FLK","Upper Keys",2014,2014-09-05,25.04051667,-80.42323333,4.1147998683264,"ISOL_MR",NA,"CARIB",1479,-80.4375,25.0208333333333,28
"396","FLK-165","FLK","Upper Keys",2014,2014-09-05,24.98601667,-80.41505,4.571999853696,"SPGR_LR",NA,"CARIB",1480,-80.3958333333333,24.9791666666667,11
"397","FLK-165","FLK","Upper Keys",2014,2014-09-05,24.98601667,-80.41505,5.18159983418881,"SPGR_LR",NA,"CARIB",1480,-80.3958333333333,24.9791666666667,6
"398","FLK-166","FLK","Upper Keys",2014,2014-09-05,24.99838333,-80.40056667,7.77239975128321,"SPGR_LR",NA,"CARIB",1481,-80.3958333333333,24.9791666666667,1.5
"399","FLK-167","FLK","Upper Keys",2014,2014-09-07,24.98846667,-80.44008333,6.40079979517441,"ISOL_LR",NA,"CARIB",1482,-80.4375,24.9791666666667,4
"400","FLK-167","FLK","Upper Keys",2014,2014-09-07,24.98846667,-80.44008333,6.55319979029761,"ISOL_LR",NA,"CARIB",1482,-80.4375,24.9791666666667,5
"401","FLK-168","FLK","Upper Keys",2014,2014-09-07,24.99485,-80.44626667,4.72439984881921,"ISOL_MR",NA,"CARIB",1483,-80.4375,24.9791666666667,10.5
"402","FLK-169","FLK","Upper Keys",2014,2014-09-07,24.98661667,-80.46985,3.2003998975872,"ISOL_MR",NA,"CARIB",1484,-80.4791666666667,24.9791666666667,14.5
"403","FLK-17","FLK","Mid-Upper Keys Transition",2014,2014-06-15,24.84596667,-80.61915,10.8203996537472,"SPGR_LR",NA,"CARIB",1332,-80.6041666666667,24.8541666666667,5
"404","FLK-17","FLK","Mid-Upper Keys Transition",2014,2014-06-15,24.84596667,-80.61915,10.9727996488704,"SPGR_LR",NA,"CARIB",1332,-80.6041666666667,24.8541666666667,1
"405","FLK-170","FLK","Upper Keys",2014,2014-09-13,25.0119,-80.37018333,11.42999963424,"SPGR_LR",NA,"CARIB",1485,-80.3541666666667,25.0208333333333,3
"406","FLK-171","FLK","Upper Keys",2014,2014-09-13,24.9877,-80.41231667,10.8203996537472,"SPGR_LR",NA,"CARIB",1486,-80.3958333333333,24.9791666666667,4
"407","FLK-171","FLK","Upper Keys",2014,2014-09-13,24.9877,-80.41231667,11.2775996391168,"SPGR_LR",NA,"CARIB",1486,-80.3958333333333,24.9791666666667,3
"408","FLK-172","FLK","Upper Keys",2014,2014-09-13,24.99058333,-80.46476667,4.2671998634496,"ISOL_MR",NA,"CARIB",1487,-80.4791666666667,24.9791666666667,15
"409","FLK-173","FLK","Mid-Upper Keys Transition",2014,2014-09-13,24.98451667,-80.47118333,4.571999853696,"ISOL_LR",NA,"CARIB",1488,-80.4791666666667,24.9791666666667,11
"410","FLK-173","FLK","Mid-Upper Keys Transition",2014,2014-09-13,24.98451667,-80.47118333,5.0291998390656,"ISOL_LR",NA,"CARIB",1488,-80.4791666666667,24.9791666666667,8
"411","FLK-174","FLK","Upper Keys",2014,2014-09-14,25.21286667,-80.26616667,2.1335999317248,"ISOL_MR",NA,"CARIB",1489,-80.2708333333333,25.2291666666667,12
"412","FLK-174","FLK","Upper Keys",2014,2014-09-14,25.21286667,-80.26616667,2.285999926848,"ISOL_MR",NA,"CARIB",1489,-80.2708333333333,25.2291666666667,17
"413","FLK-175","FLK","Upper Keys",2014,2014-09-14,25.21423333,-80.27071667,3.5051998878336,"ISOL_MR",NA,"CARIB",1490,-80.2708333333333,25.2291666666667,25
"414","FLK-175","FLK","Upper Keys",2014,2014-09-14,25.21423333,-80.27071667,3.6575998829568,"ISOL_MR",NA,"CARIB",1490,-80.2708333333333,25.2291666666667,23
"415","FLK-176","FLK","Upper Keys",2014,2014-09-14,25.22331667,-80.26623333,3.047999902464,"ISOL_MR",NA,"CARIB",1491,-80.2708333333333,25.2291666666667,14
"416","FLK-176","FLK","Upper Keys",2014,2014-09-14,25.22331667,-80.26623333,3.3527998927104,"ISOL_MR",NA,"CARIB",1491,-80.2708333333333,25.2291666666667,14
"417","FLK-177","FLK","Upper Keys",2014,2014-09-15,25.23673333,-80.26733333,1.8287999414784,"ISOL_MR",NA,"CARIB",1492,-80.2708333333333,25.2291666666667,14
"418","FLK-177","FLK","Upper Keys",2014,2014-09-15,25.23673333,-80.26733333,1.9811999366016,"ISOL_MR",NA,"CARIB",1492,-80.2708333333333,25.2291666666667,19
"419","FLK-178","FLK","Upper Keys",2014,2014-09-15,25.23715,-80.25861667,3.5051998878336,"ISOL_MR",NA,"CARIB",1493,-80.2708333333333,25.2291666666667,25
"420","FLK-178","FLK","Upper Keys",2014,2014-09-15,25.23715,-80.25861667,4.2671998634496,"ISOL_MR",NA,"CARIB",1493,-80.2708333333333,25.2291666666667,18
"421","FLK-179","FLK","Upper Keys",2014,2014-09-15,25.27486667,-80.2264,2.8955999073408,"ISOL_LR",NA,"CARIB",1494,-80.2291666666667,25.2708333333333,12
"422","FLK-179","FLK","Upper Keys",2014,2014-09-15,25.27486667,-80.2264,3.2003998975872,"ISOL_LR",NA,"CARIB",1494,-80.2291666666667,25.2708333333333,11
"423","FLK-18","FLK","Mid-Upper Keys Transition",2014,2014-06-15,24.8499,-80.6195,2.285999926848,"RUBB_LR",NA,"CARIB",1333,-80.6041666666667,24.8541666666667,0
"424","FLK-180","FLK","Upper Keys",2014,2014-09-15,25.2788,-80.235,2.285999926848,"ISOL_MR",NA,"CARIB",1495,-80.2291666666667,25.2708333333333,41
"425","FLK-180","FLK","Upper Keys",2014,2014-09-15,25.2788,-80.235,2.7431999122176,"ISOL_MR",NA,"CARIB",1495,-80.2291666666667,25.2708333333333,35
"426","FLK-181","FLK","Upper Keys",2014,2014-09-19,25.28493333,-80.22535,3.3527998927104,"ISOL_MR",NA,"CARIB",1496,-80.2291666666667,25.2708333333333,11
"427","FLK-181","FLK","Upper Keys",2014,2014-09-19,25.28493333,-80.22535,3.5051998878336,"ISOL_MR",NA,"CARIB",1496,-80.2291666666667,25.2708333333333,6
"428","FLK-182","FLK","Upper Keys",2014,2014-09-19,25.27846667,-80.20811667,5.18159983418881,"ISOL_MR",NA,"CARIB",1497,-80.1875,25.2708333333333,5
"429","FLK-182","FLK","Upper Keys",2014,2014-09-19,25.27846667,-80.20811667,6.09599980492801,"ISOL_LR",NA,"CARIB",1497,-80.1875,25.2708333333333,7
"430","FLK-183","FLK","Upper Keys",2014,2014-09-19,25.2932,-80.22098333,5.0291998390656,"ISOL_LR",NA,"CARIB",1498,-80.2291666666667,25.3125,5
"431","FLK-183","FLK","Upper Keys",2014,2014-09-19,25.2932,-80.22098333,5.333999829312,"ISOL_LR",NA,"CARIB",1498,-80.2291666666667,25.3125,4
"432","FLK-184","FLK","Upper Keys",2014,2014-09-19,25.30008333,-80.21548333,4.571999853696,"SPGR_LR",NA,"CARIB",1499,-80.2291666666667,25.3125,5
"433","FLK-184","FLK","Upper Keys",2014,2014-09-19,25.30008333,-80.21548333,4.72439984881921,"SPGR_LR",NA,"CARIB",1499,-80.2291666666667,25.3125,20
"434","FLK-185","FLK","Upper Keys",2014,2014-09-20,25.24091667,-80.20061667,7.16279977079041,"CONT_LR",NA,"CARIB",1500,-80.1875,25.2291666666667,7.5
"435","FLK-186","FLK","Upper Keys",2014,2014-09-20,25.25446667,-80.20515,8.83919971714561,"ISOL_LR",NA,"CARIB",1501,-80.1875,25.2708333333333,4
"436","FLK-186","FLK","Upper Keys",2014,2014-09-20,25.25446667,-80.20515,9.4487996976384,"ISOL_LR",NA,"CARIB",1501,-80.1875,25.2708333333333,3
"437","FLK-187","FLK","Upper Keys",2014,2014-09-20,25.26321667,-80.18618333,8.22959973665281,"SPGR_LR",NA,"CARIB",1502,-80.1875,25.2708333333333,5
"438","FLK-187","FLK","Upper Keys",2014,2014-09-20,25.26321667,-80.18618333,8.68679972202241,"SPGR_LR",NA,"CARIB",1502,-80.1875,25.2708333333333,4
"439","FLK-188","FLK","Upper Keys",2014,2014-09-20,25.26823333,-80.20426667,9.29639970251521,"ISOL_LR",NA,"CARIB",1503,-80.1875,25.2708333333333,3
"440","FLK-188","FLK","Upper Keys",2014,2014-09-20,25.26823333,-80.20426667,9.29639970251521,"ISOL_MR",NA,"CARIB",1503,-80.1875,25.2708333333333,4
"441","FLK-189","FLK","Upper Keys",2014,2014-09-22,25.28988333,-80.17503333,9.14399970739201,"CONT_LR",NA,"CARIB",1504,-80.1875,25.2708333333333,2
"442","FLK-189","FLK","Upper Keys",2014,2014-09-22,25.28988333,-80.17503333,9.29639970251521,"CONT_LR",NA,"CARIB",1504,-80.1875,25.2708333333333,6
"443","FLK-19","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.95463333,-80.45288333,15.0875995171968,"SPGR_LR",NA,"CARIB",1334,-80.4375,24.9375,3
"444","FLK-19","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.95463333,-80.45288333,15.6971994976896,"SPGR_LR",NA,"CARIB",1334,-80.4375,24.9375,7
"445","FLK-190","FLK","Upper Keys",2014,2014-09-22,25.27713333,-80.17595,12.3443996049792,"CONT_LR",NA,"CARIB",1505,-80.1875,25.2708333333333,0.5
"446","FLK-191","FLK","Upper Keys",2014,2014-09-22,25.28253333,-80.2076,3.2003998975872,"CONT_LR",NA,"CARIB",1506,-80.1875,25.2708333333333,3
"447","FLK-191","FLK","Upper Keys",2014,2014-09-22,25.28253333,-80.2076,3.3527998927104,"CONT_LR",NA,"CARIB",1506,-80.1875,25.2708333333333,4
"448","FLK-192","FLK","Upper Keys",2014,2014-09-22,25.27626667,-80.21018333,4.1147998683264,"RUBB_LR",NA,"CARIB",1507,-80.2291666666667,25.2708333333333,0.5
"449","FLK-193","FLK","Middle Keys",2014,2014-09-26,24.7811,-80.7117,11.2775996391168,"CONT_LR",NA,"CARIB",1508,-80.7291666666667,24.7708333333333,0
"450","FLK-194","FLK","Middle Keys",2014,2014-09-26,24.76455,-80.75383333,10.5155996635008,"SPGR_LR",NA,"CARIB",1509,-80.7708333333333,24.7708333333333,15
"451","FLK-194","FLK","Middle Keys",2014,2014-09-26,24.76455,-80.75383333,10.667999658624,"SPGR_LR",NA,"CARIB",1509,-80.7708333333333,24.7708333333333,14
"452","FLK-195","FLK","Middle Keys",2014,2014-09-26,24.7631,-80.75611667,9.4487996976384,"SPGR_LR",NA,"CARIB",1510,-80.7708333333333,24.7708333333333,7
"453","FLK-195","FLK","Middle Keys",2014,2014-09-26,24.7631,-80.75611667,9.7535996878848,"SPGR_LR",NA,"CARIB",1510,-80.7708333333333,24.7708333333333,13
"454","FLK-196","FLK","Middle Keys",2014,2014-09-26,24.76523333,-80.7562,5.63879981955841,"CONT_LR",NA,"CARIB",1511,-80.7708333333333,24.7708333333333,1
"455","FLK-196","FLK","Middle Keys",2014,2014-09-26,24.76523333,-80.7562,5.79119981468161,"CONT_LR",NA,"CARIB",1511,-80.7708333333333,24.7708333333333,2
"456","FLK-197","FLK","Middle Keys",2014,2014-09-26,24.76588333,-80.75401667,5.79119981468161,"CONT_LR",NA,"CARIB",1512,-80.7708333333333,24.7708333333333,4
"457","FLK-197","FLK","Middle Keys",2014,2014-09-26,24.76588333,-80.75401667,5.94359980980481,"CONT_LR",NA,"CARIB",1512,-80.7708333333333,24.7708333333333,7
"458","FLK-198","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.82128333,-80.66045,9.7535996878848,"CONT_LR",NA,"CARIB",1513,-80.6458333333333,24.8125,2
"459","FLK-198","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.82128333,-80.66045,9.90599968300801,"CONT_LR",NA,"CARIB",1513,-80.6458333333333,24.8125,3
"460","FLK-199","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.812,-80.67341667,11.8871996196096,"CONT_LR",NA,"CARIB",1514,-80.6875,24.8125,1.5
"461","FLK-2","FLK","Mid-Upper Keys Transition",2014,2014-06-08,24.95541667,-80.45583333,10.9727996488704,"SPGR_LR",NA,"CARIB",1317,-80.4375,24.9375,0
"462","FLK-2","FLK","Mid-Upper Keys Transition",2014,2014-06-08,24.95541667,-80.45583333,11.42999963424,"SPGR_LR",NA,"CARIB",1317,-80.4375,24.9375,2
"463","FLK-20","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.9497,-80.45636667,13.1063995805952,"SPGR_LR",NA,"CARIB",1335,-80.4375,24.9375,3
"464","FLK-20","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.9497,-80.45636667,13.2587995757184,"SPGR_LR",NA,"CARIB",1335,-80.4375,24.9375,3
"465","FLK-200","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.80881667,-80.67545,13.4111995708416,"SPGR_LR",NA,"CARIB",1515,-80.6875,24.8125,13
"466","FLK-200","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.80881667,-80.67545,13.5635995659648,"SPGR_LR",NA,"CARIB",1515,-80.6875,24.8125,16
"467","FLK-201","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.81883333,-80.67473333,8.83919971714561,"CONT_LR",NA,"CARIB",1516,-80.6875,24.8125,0
"468","FLK-201","FLK","Mid-Upper Keys Transition",2014,2014-09-27,24.81883333,-80.67473333,8.99159971226881,"CONT_LR",NA,"CARIB",1516,-80.6875,24.8125,0
"469","FLK-202","FLK","Middle Keys",2014,2014-09-28,24.7457,-80.779,5.79119981468161,"CONT_LR",NA,"CARIB",1517,-80.7708333333333,24.7291666666667,5
"470","FLK-202","FLK","Middle Keys",2014,2014-09-28,24.7457,-80.779,5.94359980980481,"CONT_LR",NA,"CARIB",1517,-80.7708333333333,24.7291666666667,5
"471","FLK-203","FLK","Middle Keys",2014,2014-09-28,24.73276667,-80.80435,13.715999561088,"SPGR_LR",NA,"CARIB",1518,-80.8125,24.7291666666667,9
"472","FLK-203","FLK","Middle Keys",2014,2014-09-28,24.73276667,-80.80435,14.1731995464576,"SPGR_LR",NA,"CARIB",1518,-80.8125,24.7291666666667,7
"473","FLK-204","FLK","Middle Keys",2014,2014-09-28,24.73198333,-80.81713333,7.61999975616001,"CONT_LR",NA,"CARIB",1519,-80.8125,24.7291666666667,4
"474","FLK-204","FLK","Middle Keys",2014,2014-09-28,24.73198333,-80.81713333,8.07719974152961,"CONT_LR",NA,"CARIB",1519,-80.8125,24.7291666666667,2
"475","FLK-205","FLK","Middle Keys",2014,2014-09-28,24.7003,-80.88728333,10.3631996683776,"SPGR_LR",NA,"CARIB",1520,-80.8958333333333,24.6875,1
"476","FLK-205","FLK","Middle Keys",2014,2014-09-28,24.7003,-80.88728333,10.667999658624,"SPGR_LR",NA,"CARIB",1520,-80.8958333333333,24.6875,2
"477","FLK-206","FLK","Middle Keys",2014,2014-09-29,24.71238333,-80.8483,14.7827995269504,"SPGR_LR",NA,"CARIB",1521,-80.8541666666667,24.7291666666667,6
"478","FLK-206","FLK","Middle Keys",2014,2014-09-29,24.71238333,-80.8483,14.9351995220736,"SPGR_LR",NA,"CARIB",1521,-80.8541666666667,24.7291666666667,10
"479","FLK-207","FLK","Middle Keys",2014,2014-09-29,24.71021667,-80.92931667,7.46759976103681,"ISOL_MR",NA,"CARIB",1522,-80.9375,24.7291666666667,38
"480","FLK-207","FLK","Middle Keys",2014,2014-09-29,24.71021667,-80.92931667,8.07719974152961,"ISOL_MR",NA,"CARIB",1522,-80.9375,24.7291666666667,37
"481","FLK-208","FLK","Middle Keys",2014,2014-09-29,24.72028333,-80.92883333,4.571999853696,"ISOL_LR",NA,"CARIB",1523,-80.9375,24.7291666666667,12
"482","FLK-208","FLK","Middle Keys",2014,2014-09-29,24.72028333,-80.92883333,4.72439984881921,"ISOL_LR",NA,"CARIB",1523,-80.9375,24.7291666666667,23
"483","FLK-209","FLK","Middle Keys",2014,2014-09-29,24.70518333,-80.93776667,6.55319979029761,"ISOL_LR",NA,"CARIB",1524,-80.9375,24.6875,14
"484","FLK-209","FLK","Middle Keys",2014,2014-09-29,24.70518333,-80.93776667,6.70559978542081,"ISOL_MR",NA,"CARIB",1524,-80.9375,24.6875,15
"485","FLK-21","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.9439,-80.47963333,3.5051998878336,"RUBB_LR",NA,"CARIB",1336,-80.4791666666667,24.9375,0
"486","FLK-210","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93465,-80.54876667,4.2671998634496,"ISOL_MR",NA,"CARIB",1525,-80.5625,24.9375,33
"487","FLK-210","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93465,-80.54876667,4.4195998585728,"ISOL_MR",NA,"CARIB",1525,-80.5625,24.9375,22
"488","FLK-211","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93733333,-80.5473,3.9623998732032,"ISOL_MR",NA,"CARIB",1526,-80.5625,24.9375,26
"489","FLK-211","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93733333,-80.5473,4.72439984881921,"ISOL_MR",NA,"CARIB",1526,-80.5625,24.9375,36
"490","FLK-212","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93858333,-80.55133333,5.333999829312,"ISOL_MR",NA,"CARIB",1527,-80.5625,24.9375,8
"491","FLK-212","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.93858333,-80.55133333,5.94359980980481,"ISOL_LR",NA,"CARIB",1527,-80.5625,24.9375,14
"492","FLK-213","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.95211667,-80.53685,5.79119981468161,"ISOL_LR",NA,"CARIB",1528,-80.5208333333333,24.9375,15
"493","FLK-213","FLK","Mid-Upper Keys Transition",2014,2014-10-17,24.95211667,-80.53685,5.79119981468161,"ISOL_MR",NA,"CARIB",1528,-80.5208333333333,24.9375,25
"494","FLK-214","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.90406667,-80.61768333,3.5051998878336,"ISOL_MR",NA,"CARIB",1529,-80.6041666666667,24.8958333333333,12
"495","FLK-215","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.90456667,-80.61541667,3.047999902464,"ISOL_MR",NA,"CARIB",1530,-80.6041666666667,24.8958333333333,24
"496","FLK-215","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.90456667,-80.61541667,3.2003998975872,"ISOL_MR",NA,"CARIB",1530,-80.6041666666667,24.8958333333333,23
"497","FLK-216","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.89796667,-80.61701667,3.5051998878336,"ISOL_MR",NA,"CARIB",1531,-80.6041666666667,24.8958333333333,50
"498","FLK-216","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.89796667,-80.61701667,3.6575998829568,"ISOL_MR",NA,"CARIB",1531,-80.6041666666667,24.8958333333333,44
"499","FLK-217","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.90063333,-80.61763333,2.8955999073408,"ISOL_MR",NA,"CARIB",1532,-80.6041666666667,24.8958333333333,30
"500","FLK-217","FLK","Mid-Upper Keys Transition",2014,2014-10-18,24.90063333,-80.61763333,3.047999902464,"ISOL_MR",NA,"CARIB",1532,-80.6041666666667,24.8958333333333,44
"501","FLK-218","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.8528,-80.6133,8.38199973177601,"CONT_LR",NA,"CARIB",1533,-80.6041666666667,24.8541666666667,2
"502","FLK-219","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.85305,-80.61023333,9.60119969276161,"SPGR_LR",NA,"CARIB",1534,-80.6041666666667,24.8541666666667,2.5
"503","FLK-22","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.95825,-80.49045,4.2671998634496,"ISOL_LR",NA,"CARIB",1337,-80.4791666666667,24.9375,1
"504","FLK-22","FLK","Mid-Upper Keys Transition",2014,2014-06-16,24.95825,-80.49045,4.571999853696,"ISOL_MR",NA,"CARIB",1337,-80.4791666666667,24.9375,5
"505","FLK-220","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.87305,-80.57423333,10.9727996488704,"SPGR_LR",NA,"CARIB",1535,-80.5625,24.8541666666667,8
"506","FLK-220","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.87305,-80.57423333,11.1251996439936,"SPGR_LR",NA,"CARIB",1535,-80.5625,24.8541666666667,6
"507","FLK-221","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.9136,-80.5137,10.3631996683776,"SPGR_LR",NA,"CARIB",1536,-80.5208333333333,24.8958333333333,2.30769230769231
"508","FLK-221","FLK","Mid-Upper Keys Transition",2014,2014-10-19,24.9136,-80.5137,10.5155996635008,"SPGR_LR",NA,"CARIB",1536,-80.5208333333333,24.8958333333333,3
"509","FLK-222","FLK","Middle Keys",2014,2014-10-31,24.68185,-80.97046667,5.33399982931201,"CONT_LR",NA,"CARIB",1537,-80.9791666666667,24.6875,3
"510","FLK-222","FLK","Middle Keys",2014,2014-10-31,24.68185,-80.97046667,5.79119981468161,"CONT_LR",NA,"CARIB",1537,-80.9791666666667,24.6875,0
"511","FLK-223","FLK","Middle Keys",2014,2014-10-31,24.68585,-80.96285,4.1147998683264,"ISOL_MR",NA,"CARIB",1538,-80.9791666666667,24.6875,16
"512","FLK-223","FLK","Middle Keys",2014,2014-10-31,24.68585,-80.96285,5.18159983418881,"ISOL_MR",NA,"CARIB",1538,-80.9791666666667,24.6875,10
"513","FLK-224","FLK","Middle Keys",2014,2014-10-31,24.68428333,-80.96643333,3.80999987808,"CONT_LR",NA,"CARIB",1539,-80.9791666666667,24.6875,3
"514","FLK-224","FLK","Middle Keys",2014,2014-10-31,24.68428333,-80.96643333,3.9623998732032,"CONT_LR",NA,"CARIB",1539,-80.9791666666667,24.6875,2
"515","FLK-225","FLK","Middle Keys",2014,2014-10-31,24.68658333,-80.96186667,5.79119981468161,"ISOL_LR",NA,"CARIB",1540,-80.9791666666667,24.6875,7
"516","FLK-225","FLK","Middle Keys",2014,2014-10-31,24.68658333,-80.96186667,5.79119981468161,"ISOL_MR",NA,"CARIB",1540,-80.9791666666667,24.6875,9
"517","FLK-226","FLK","Middle Keys",2014,2014-11-01,24.67776667,-80.9518,6.85799978054401,"SPGR_LR",NA,"CARIB",1541,-80.9375,24.6875,3
"518","FLK-227","FLK","Middle Keys",2014,2014-11-01,24.67565,-80.9554,6.85799978054401,"SPGR_LR",NA,"CARIB",1542,-80.9375,24.6875,5
"519","FLK-227","FLK","Middle Keys",2014,2014-11-01,24.67565,-80.9554,7.01039977566721,"SPGR_LR",NA,"CARIB",1542,-80.9375,24.6875,6
"520","FLK-228","FLK","Middle Keys",2014,2014-11-01,24.6713,-80.96255,12.3443996049792,"SPGR_LR",NA,"CARIB",1543,-80.9791666666667,24.6875,4
"521","FLK-228","FLK","Middle Keys",2014,2014-11-01,24.6713,-80.96255,12.4967996001024,"SPGR_LR",NA,"CARIB",1543,-80.9791666666667,24.6875,9
"522","FLK-229","FLK","Middle Keys",2014,2014-11-01,24.70441667,-80.9398,6.55319979029761,"ISOL_MR",NA,"CARIB",1544,-80.9375,24.6875,20.5
"523","FLK-23","FLK","Upper Keys",2014,2014-06-24,25.12451667,-80.2976,3.2003998975872,"SPGR_LR",NA,"CARIB",1338,-80.3125,25.1041666666667,14
"524","FLK-23","FLK","Upper Keys",2014,2014-06-24,25.12451667,-80.2976,3.9623998732032,"SPGR_LR",NA,"CARIB",1338,-80.3125,25.1041666666667,7
"525","FLK-230","FLK","Middle Keys",2014,2014-11-07,24.62678333,-81.10886667,5.18159983418881,"SPGR_LR",NA,"CARIB",1545,-81.1041666666667,24.6458333333333,6
"526","FLK-230","FLK","Middle Keys",2014,2014-11-07,24.62678333,-81.10886667,5.33399982931201,"SPGR_HR",NA,"CARIB",1545,-81.1041666666667,24.6458333333333,3
"527","FLK-231","FLK","Middle Keys",2014,2014-11-07,24.62565,-81.11208333,5.6387998195584,"SPGR_LR",NA,"CARIB",1546,-81.1041666666667,24.6458333333333,8
"528","FLK-231","FLK","Middle Keys",2014,2014-11-07,24.62565,-81.11208333,5.94359980980481,"SPGR_LR",NA,"CARIB",1546,-81.1041666666667,24.6458333333333,2
"529","FLK-232","FLK","Middle Keys",2014,2014-11-07,24.62301667,-81.11048333,14.0207995513344,"SPGR_LR",NA,"CARIB",1547,-81.1041666666667,24.6041666666667,5.05050505050505
"530","FLK-232","FLK","Middle Keys",2014,2014-11-07,24.62301667,-81.11048333,14.1731995464576,"SPGR_LR",NA,"CARIB",1547,-81.1041666666667,24.6041666666667,7
"531","FLK-233","FLK","Middle Keys",2014,2014-11-07,24.62818333,-81.11228333,1.9811999366016,"RUBB_LR",NA,"CARIB",1548,-81.1041666666667,24.6458333333333,1
"532","FLK-234","FLK","Middle Keys",2014,2014-11-07,24.62991667,-81.11288333,3.5051998878336,"RUBB_LR",NA,"CARIB",1549,-81.1041666666667,24.6458333333333,0
"533","FLK-235","FLK","Middle Keys",2014,2014-11-08,24.62483333,-81.10715,12.6491995952256,"SPGR_LR",NA,"CARIB",1550,-81.1041666666667,24.6041666666667,6.5
"534","FLK-236","FLK","Middle Keys",2014,2014-11-08,24.63311667,-81.08706667,4.571999853696,"CONT_LR",NA,"CARIB",1551,-81.1041666666667,24.6458333333333,3
"535","FLK-236","FLK","Middle Keys",2014,2014-11-08,24.63311667,-81.08706667,4.7243998488192,"CONT_LR",NA,"CARIB",1551,-81.1041666666667,24.6458333333333,5
"536","FLK-237","FLK","Middle Keys",2014,2014-11-08,24.63258333,-81.08893333,4.4195998585728,"SPGR_LR",NA,"CARIB",1552,-81.1041666666667,24.6458333333333,1
"537","FLK-237","FLK","Middle Keys",2014,2014-11-08,24.63258333,-81.08893333,4.72439984881921,"SPGR_LR",NA,"CARIB",1552,-81.1041666666667,24.6458333333333,6
"538","FLK-238","FLK","Middle Keys",2014,2014-11-08,24.66585,-81.10263333,5.79119981468161,"ISOL_LR",NA,"CARIB",1553,-81.1041666666667,24.6458333333333,12
"539","FLK-238","FLK","Middle Keys",2014,2014-11-08,24.66585,-81.10263333,5.94359980980481,"ISOL_LR",NA,"CARIB",1553,-81.1041666666667,24.6458333333333,5
"540","FLK-239","FLK","Middle Keys",2014,2014-11-09,24.67851667,-81.04168333,5.79119981468161,"ISOL_MR",NA,"CARIB",1554,-81.0625,24.6875,32
"541","FLK-239","FLK","Middle Keys",2014,2014-11-09,24.67851667,-81.04168333,6.40079979517441,"ISOL_MR",NA,"CARIB",1554,-81.0625,24.6875,36
"542","FLK-24","FLK","Upper Keys",2014,2014-06-24,25.12358333,-80.30156667,5.18159983418881,"ISOL_LR",NA,"CARIB",1339,-80.3125,25.1041666666667,3.5
"543","FLK-240","FLK","Middle Keys",2014,2014-11-09,24.67058333,-81.0616,7.77239975128321,"ISOL_MR",NA,"CARIB",1555,-81.0625,24.6875,36.5
"544","FLK-241","FLK","Middle Keys",2014,2014-11-09,24.66108333,-80.99948333,6.24839980005121,"CONT_LR",NA,"CARIB",1556,-80.9791666666667,24.6458333333333,3
"545","FLK-241","FLK","Middle Keys",2014,2014-11-09,24.66108333,-80.99948333,6.55319979029761,"CONT_LR",NA,"CARIB",1556,-80.9791666666667,24.6458333333333,0
"546","FLK-242","FLK","Middle Keys",2014,2014-11-10,24.66811667,-81.0681,5.6387998195584,"ISOL_MR",NA,"CARIB",1557,-81.0625,24.6875,25
