"","n_cells_null","n_cells_sum","scale","null_percentage"
"2654",11,89,"Cross-basin",12.3595505617978
"2655",12,89,"Cross-basin",13.4831460674157
"2656",14,89,"Cross-basin",15.7303370786517
"2657",11,89,"Cross-basin",12.3595505617978
"2658",9,89,"Cross-basin",10.1123595505618
"2659",14,89,"Cross-basin",15.7303370786517
"2660",13,89,"Cross-basin",14.6067415730337
"2661",15,89,"Cross-basin",16.8539325842697
"2662",9,89,"Cross-basin",10.1123595505618
"2663",12,89,"Cross-basin",13.4831460674157
"2664",12,89,"Cross-basin",13.4831460674157
"2665",17,89,"Cross-basin",19.1011235955056
"2666",10,89,"Cross-basin",11.2359550561798
"2667",8,89,"Cross-basin",8.98876404494382
"2668",13,89,"Cross-basin",14.6067415730337
"2669",10,89,"Cross-basin",11.2359550561798
"2670",9,89,"Cross-basin",10.1123595505618
"2671",11,89,"Cross-basin",12.3595505617978
"2672",13,89,"Cross-basin",14.6067415730337
"2673",16,89,"Cross-basin",17.9775280898876
"2674",9,89,"Cross-basin",10.1123595505618
"2675",9,89,"Cross-basin",10.1123595505618
"2676",11,89,"Cross-basin",12.3595505617978
"2677",13,89,"Cross-basin",14.6067415730337
"2678",9,89,"Cross-basin",10.1123595505618
"2679",9,89,"Cross-basin",10.1123595505618
"2680",16,89,"Cross-basin",17.9775280898876
"2681",15,89,"Cross-basin",16.8539325842697
"2682",10,89,"Cross-basin",11.2359550561798
"2683",12,89,"Cross-basin",13.4831460674157
"2684",15,89,"Cross-basin",16.8539325842697
"2685",15,89,"Cross-basin",16.8539325842697
"2686",13,89,"Cross-basin",14.6067415730337
"2687",11,89,"Cross-basin",12.3595505617978
"2688",14,89,"Cross-basin",15.7303370786517
"2689",18,89,"Cross-basin",20.2247191011236
"2690",11,89,"Cross-basin",12.3595505617978
"2691",14,89,"Cross-basin",15.7303370786517
"2692",13,89,"Cross-basin",14.6067415730337
"2693",12,89,"Cross-basin",13.4831460674157
"2694",12,89,"Cross-basin",13.4831460674157
"2695",14,89,"Cross-basin",15.7303370786517
"2696",12,89,"Cross-basin",13.4831460674157
"2697",9,89,"Cross-basin",10.1123595505618
"2698",7,89,"Cross-basin",7.86516853932584
"2699",13,89,"Cross-basin",14.6067415730337
"2700",14,89,"Cross-basin",15.7303370786517
"2701",16,89,"Cross-basin",17.9775280898876
"2702",16,89,"Cross-basin",17.9775280898876
"2703",11,89,"Cross-basin",12.3595505617978
"2704",9,89,"Cross-basin",10.1123595505618
"2705",12,89,"Cross-basin",13.4831460674157
"2706",13,89,"Cross-basin",14.6067415730337
"2707",9,89,"Cross-basin",10.1123595505618
"2708",13,89,"Cross-basin",14.6067415730337
"2709",13,89,"Cross-basin",14.6067415730337
"2710",12,89,"Cross-basin",13.4831460674157
"2711",12,89,"Cross-basin",13.4831460674157
"2712",14,89,"Cross-basin",15.7303370786517
"2713",9,89,"Cross-basin",10.1123595505618
"2714",9,89,"Cross-basin",10.1123595505618
"2715",9,89,"Cross-basin",10.1123595505618
"2716",16,89,"Cross-basin",17.9775280898876
"2717",11,89,"Cross-basin",12.3595505617978
"2718",9,89,"Cross-basin",10.1123595505618
"2719",12,89,"Cross-basin",13.4831460674157
"2720",8,89,"Cross-basin",8.98876404494382
"2721",13,89,"Cross-basin",14.6067415730337
"2722",15,89,"Cross-basin",16.8539325842697
"2723",12,89,"Cross-basin",13.4831460674157
"2724",10,89,"Cross-basin",11.2359550561798
"2725",7,89,"Cross-basin",7.86516853932584
"2726",11,89,"Cross-basin",12.3595505617978
"2727",15,89,"Cross-basin",16.8539325842697
"2728",9,89,"Cross-basin",10.1123595505618
"2729",9,89,"Cross-basin",10.1123595505618
"2730",14,89,"Cross-basin",15.7303370786517
"2731",11,89,"Cross-basin",12.3595505617978
"2732",10,89,"Cross-basin",11.2359550561798
"2733",11,89,"Cross-basin",12.3595505617978
"2734",11,89,"Cross-basin",12.3595505617978
"2735",8,89,"Cross-basin",8.98876404494382
"2736",10,89,"Cross-basin",11.2359550561798
"2737",10,89,"Cross-basin",11.2359550561798
"2738",10,89,"Cross-basin",11.2359550561798
"2739",17,89,"Cross-basin",19.1011235955056
"2740",14,89,"Cross-basin",15.7303370786517
"2741",14,89,"Cross-basin",15.7303370786517
"2742",11,89,"Cross-basin",12.3595505617978
"2743",10,89,"Cross-basin",11.2359550561798
"2744",12,89,"Cross-basin",13.4831460674157
"2745",15,89,"Cross-basin",16.8539325842697
"2746",13,89,"Cross-basin",14.6067415730337
"2747",8,89,"Cross-basin",8.98876404494382
"2748",13,89,"Cross-basin",14.6067415730337
"2749",14,89,"Cross-basin",15.7303370786517
"2750",11,89,"Cross-basin",12.3595505617978
"2751",10,89,"Cross-basin",11.2359550561798
"2752",13,89,"Cross-basin",14.6067415730337
"2753",7,89,"Cross-basin",7.86516853932584
"2754",11,89,"Cross-basin",12.3595505617978
"2755",12,89,"Cross-basin",13.4831460674157
"2756",16,89,"Cross-basin",17.9775280898876
"2757",9,89,"Cross-basin",10.1123595505618
"2758",21,89,"Cross-basin",23.5955056179775
"2759",12,89,"Cross-basin",13.4831460674157
"2760",11,89,"Cross-basin",12.3595505617978
"2761",12,89,"Cross-basin",13.4831460674157
"2762",12,89,"Cross-basin",13.4831460674157
"2763",18,89,"Cross-basin",20.2247191011236
"2764",14,89,"Cross-basin",15.7303370786517
"2765",6,89,"Cross-basin",6.74157303370786
"2766",12,89,"Cross-basin",13.4831460674157
"2767",10,89,"Cross-basin",11.2359550561798
"2768",9,89,"Cross-basin",10.1123595505618
"2769",11,89,"Cross-basin",12.3595505617978
"2770",11,89,"Cross-basin",12.3595505617978
"2771",11,89,"Cross-basin",12.3595505617978
"2772",13,89,"Cross-basin",14.6067415730337
"2773",13,89,"Cross-basin",14.6067415730337
"2774",10,89,"Cross-basin",11.2359550561798
"2775",9,89,"Cross-basin",10.1123595505618
"2776",7,89,"Cross-basin",7.86516853932584
"2777",18,89,"Cross-basin",20.2247191011236
"2778",13,89,"Cross-basin",14.6067415730337
"2779",9,89,"Cross-basin",10.1123595505618
"2780",8,89,"Cross-basin",8.98876404494382
"2781",12,89,"Cross-basin",13.4831460674157
"2782",14,89,"Cross-basin",15.7303370786517
"2783",13,89,"Cross-basin",14.6067415730337
"2784",13,89,"Cross-basin",14.6067415730337
"2785",15,89,"Cross-basin",16.8539325842697
"2786",14,89,"Cross-basin",15.7303370786517
"2787",7,89,"Cross-basin",7.86516853932584
"2788",10,89,"Cross-basin",11.2359550561798
"2789",10,89,"Cross-basin",11.2359550561798
"2790",11,89,"Cross-basin",12.3595505617978
"2791",12,89,"Cross-basin",13.4831460674157
"2792",10,89,"Cross-basin",11.2359550561798
"2793",16,89,"Cross-basin",17.9775280898876
"2794",14,89,"Cross-basin",15.7303370786517
"2795",12,89,"Cross-basin",13.4831460674157
"2796",12,89,"Cross-basin",13.4831460674157
"2797",14,89,"Cross-basin",15.7303370786517
"2798",16,89,"Cross-basin",17.9775280898876
"2799",13,89,"Cross-basin",14.6067415730337
"2800",18,89,"Cross-basin",20.2247191011236
"2801",11,89,"Cross-basin",12.3595505617978
"2802",12,89,"Cross-basin",13.4831460674157
"2803",12,89,"Cross-basin",13.4831460674157
"2804",12,89,"Cross-basin",13.4831460674157
"2805",9,89,"Cross-basin",10.1123595505618
"2806",4,89,"Cross-basin",4.49438202247191
"2807",11,89,"Cross-basin",12.3595505617978
"2808",7,89,"Cross-basin",7.86516853932584
"2809",9,89,"Cross-basin",10.1123595505618
"2810",8,89,"Cross-basin",8.98876404494382
"2811",9,89,"Cross-basin",10.1123595505618
"2812",11,89,"Cross-basin",12.3595505617978
"2813",13,89,"Cross-basin",14.6067415730337
"2814",13,89,"Cross-basin",14.6067415730337
"2815",9,89,"Cross-basin",10.1123595505618
"2816",12,89,"Cross-basin",13.4831460674157
"2817",12,89,"Cross-basin",13.4831460674157
"2818",12,89,"Cross-basin",13.4831460674157
"2819",12,89,"Cross-basin",13.4831460674157
"2820",15,89,"Cross-basin",16.8539325842697
"2821",16,89,"Cross-basin",17.9775280898876
"2822",9,89,"Cross-basin",10.1123595505618
"2823",17,89,"Cross-basin",19.1011235955056
"2824",9,89,"Cross-basin",10.1123595505618
"2825",11,89,"Cross-basin",12.3595505617978
"2826",9,89,"Cross-basin",10.1123595505618
"2827",10,89,"Cross-basin",11.2359550561798
"2828",10,89,"Cross-basin",11.2359550561798
"2829",12,89,"Cross-basin",13.4831460674157
"2830",10,89,"Cross-basin",11.2359550561798
"2831",15,89,"Cross-basin",16.8539325842697
"2832",8,89,"Cross-basin",8.98876404494382
"2833",16,89,"Cross-basin",17.9775280898876
"2834",17,89,"Cross-basin",19.1011235955056
"2835",11,89,"Cross-basin",12.3595505617978
"2836",10,89,"Cross-basin",11.2359550561798
"2837",11,89,"Cross-basin",12.3595505617978
"2838",14,89,"Cross-basin",15.7303370786517
"2839",14,89,"Cross-basin",15.7303370786517
"2840",15,89,"Cross-basin",16.8539325842697
"2841",13,89,"Cross-basin",14.6067415730337
"2842",13,89,"Cross-basin",14.6067415730337
"2843",15,89,"Cross-basin",16.8539325842697
"2844",12,89,"Cross-basin",13.4831460674157
"2845",10,89,"Cross-basin",11.2359550561798
"2846",8,89,"Cross-basin",8.98876404494382
"2847",8,89,"Cross-basin",8.98876404494382
"2848",13,89,"Cross-basin",14.6067415730337
"2849",7,89,"Cross-basin",7.86516853932584
"2850",11,89,"Cross-basin",12.3595505617978
"2851",12,89,"Cross-basin",13.4831460674157
"2852",5,89,"Cross-basin",5.61797752808989
"2853",11,89,"Cross-basin",12.3595505617978
"2854",22,89,"Cross-basin",24.7191011235955
"2855",13,89,"Cross-basin",14.6067415730337
"2856",13,89,"Cross-basin",14.6067415730337
"2857",6,89,"Cross-basin",6.74157303370786
"2858",11,89,"Cross-basin",12.3595505617978
"2859",16,89,"Cross-basin",17.9775280898876
"2860",14,89,"Cross-basin",15.7303370786517
"2861",17,89,"Cross-basin",19.1011235955056
"2862",13,89,"Cross-basin",14.6067415730337
"2863",16,89,"Cross-basin",17.9775280898876
"2864",10,89,"Cross-basin",11.2359550561798
"2865",9,89,"Cross-basin",10.1123595505618
"2866",14,89,"Cross-basin",15.7303370786517
"2867",10,89,"Cross-basin",11.2359550561798
"2868",13,89,"Cross-basin",14.6067415730337
"2869",12,89,"Cross-basin",13.4831460674157
"2870",10,89,"Cross-basin",11.2359550561798
"2871",8,89,"Cross-basin",8.98876404494382
"2872",3,89,"Cross-basin",3.37078651685393
"2873",11,89,"Cross-basin",12.3595505617978
"2874",12,89,"Cross-basin",13.4831460674157
"2875",10,89,"Cross-basin",11.2359550561798
"2876",7,89,"Cross-basin",7.86516853932584
"2877",18,89,"Cross-basin",20.2247191011236
"2878",15,89,"Cross-basin",16.8539325842697
"2879",12,89,"Cross-basin",13.4831460674157
"2880",13,89,"Cross-basin",14.6067415730337
"2881",12,89,"Cross-basin",13.4831460674157
"2882",14,89,"Cross-basin",15.7303370786517
"2883",10,89,"Cross-basin",11.2359550561798
"2884",12,89,"Cross-basin",13.4831460674157
"2885",10,89,"Cross-basin",11.2359550561798
"2886",15,89,"Cross-basin",16.8539325842697
"2887",14,89,"Cross-basin",15.7303370786517
"2888",12,89,"Cross-basin",13.4831460674157
"2889",16,89,"Cross-basin",17.9775280898876
"2890",12,89,"Cross-basin",13.4831460674157
"2891",12,89,"Cross-basin",13.4831460674157
"2892",11,89,"Cross-basin",12.3595505617978
"2893",11,89,"Cross-basin",12.3595505617978
"2894",11,89,"Cross-basin",12.3595505617978
"2895",12,89,"Cross-basin",13.4831460674157
"2896",6,89,"Cross-basin",6.74157303370786
"2897",13,89,"Cross-basin",14.6067415730337
"2898",10,89,"Cross-basin",11.2359550561798
"2899",16,89,"Cross-basin",17.9775280898876
"2900",15,89,"Cross-basin",16.8539325842697
"2901",14,89,"Cross-basin",15.7303370786517
"2902",14,89,"Cross-basin",15.7303370786517
"2903",16,89,"Cross-basin",17.9775280898876
"2904",14,89,"Cross-basin",15.7303370786517
"2905",5,89,"Cross-basin",5.61797752808989
"2906",6,89,"Cross-basin",6.74157303370786
"2907",12,89,"Cross-basin",13.4831460674157
"2908",14,89,"Cross-basin",15.7303370786517
"2909",10,89,"Cross-basin",11.2359550561798
"2910",12,89,"Cross-basin",13.4831460674157
"2911",11,89,"Cross-basin",12.3595505617978
"2912",11,89,"Cross-basin",12.3595505617978
"2913",10,89,"Cross-basin",11.2359550561798
"2914",9,89,"Cross-basin",10.1123595505618
"2915",10,89,"Cross-basin",11.2359550561798
"2916",11,89,"Cross-basin",12.3595505617978
"2917",9,89,"Cross-basin",10.1123595505618
"2918",4,89,"Cross-basin",4.49438202247191
"2919",7,89,"Cross-basin",7.86516853932584
"2920",10,89,"Cross-basin",11.2359550561798
"2921",16,89,"Cross-basin",17.9775280898876
"2922",7,89,"Cross-basin",7.86516853932584
"2923",16,89,"Cross-basin",17.9775280898876
"2924",16,89,"Cross-basin",17.9775280898876
"2925",14,89,"Cross-basin",15.7303370786517
"2926",16,89,"Cross-basin",17.9775280898876
"2927",16,89,"Cross-basin",17.9775280898876
"2928",8,89,"Cross-basin",8.98876404494382
"2929",14,89,"Cross-basin",15.7303370786517
"2930",13,89,"Cross-basin",14.6067415730337
"2931",15,89,"Cross-basin",16.8539325842697
"2932",13,89,"Cross-basin",14.6067415730337
"2933",11,89,"Cross-basin",12.3595505617978
"2934",7,89,"Cross-basin",7.86516853932584
"2935",10,89,"Cross-basin",11.2359550561798
"2936",9,89,"Cross-basin",10.1123595505618
"2937",10,89,"Cross-basin",11.2359550561798
"2938",10,89,"Cross-basin",11.2359550561798
"2939",10,89,"Cross-basin",11.2359550561798
"2940",11,89,"Cross-basin",12.3595505617978
"2941",14,89,"Cross-basin",15.7303370786517
"2942",12,89,"Cross-basin",13.4831460674157
"2943",15,89,"Cross-basin",16.8539325842697
"2944",13,89,"Cross-basin",14.6067415730337
"2945",9,89,"Cross-basin",10.1123595505618
"2946",8,89,"Cross-basin",8.98876404494382
"2947",11,89,"Cross-basin",12.3595505617978
"2948",15,89,"Cross-basin",16.8539325842697
"2949",14,89,"Cross-basin",15.7303370786517
"2950",8,89,"Cross-basin",8.98876404494382
"2951",15,89,"Cross-basin",16.8539325842697
"2952",10,89,"Cross-basin",11.2359550561798
"2953",5,89,"Cross-basin",5.61797752808989
"2954",11,89,"Cross-basin",12.3595505617978
"2955",8,89,"Cross-basin",8.98876404494382
"2956",9,89,"Cross-basin",10.1123595505618
"2957",11,89,"Cross-basin",12.3595505617978
"2958",7,89,"Cross-basin",7.86516853932584
"2959",17,89,"Cross-basin",19.1011235955056
"2960",15,89,"Cross-basin",16.8539325842697
"2961",9,89,"Cross-basin",10.1123595505618
"2962",12,89,"Cross-basin",13.4831460674157
"2963",11,89,"Cross-basin",12.3595505617978
"2964",13,89,"Cross-basin",14.6067415730337
"2965",17,89,"Cross-basin",19.1011235955056
"2966",13,89,"Cross-basin",14.6067415730337
"2967",14,89,"Cross-basin",15.7303370786517
"2968",8,89,"Cross-basin",8.98876404494382
"2969",13,89,"Cross-basin",14.6067415730337
"2970",8,89,"Cross-basin",8.98876404494382
"2971",5,89,"Cross-basin",5.61797752808989
"2972",12,89,"Cross-basin",13.4831460674157
"2973",12,89,"Cross-basin",13.4831460674157
"2974",10,89,"Cross-basin",11.2359550561798
"2975",11,89,"Cross-basin",12.3595505617978
"2976",14,89,"Cross-basin",15.7303370786517
"2977",14,89,"Cross-basin",15.7303370786517
"2978",5,89,"Cross-basin",5.61797752808989
"2979",13,89,"Cross-basin",14.6067415730337
"2980",15,89,"Cross-basin",16.8539325842697
"2981",14,89,"Cross-basin",15.7303370786517
"2982",11,89,"Cross-basin",12.3595505617978
"2983",13,89,"Cross-basin",14.6067415730337
"2984",11,89,"Cross-basin",12.3595505617978
"2985",9,89,"Cross-basin",10.1123595505618
"2986",10,89,"Cross-basin",11.2359550561798
"2987",4,89,"Cross-basin",4.49438202247191
"2988",11,89,"Cross-basin",12.3595505617978
"2989",8,89,"Cross-basin",8.98876404494382
"2990",16,89,"Cross-basin",17.9775280898876
"2991",10,89,"Cross-basin",11.2359550561798
"2992",15,89,"Cross-basin",16.8539325842697
"2993",12,89,"Cross-basin",13.4831460674157
"2994",12,89,"Cross-basin",13.4831460674157
"2995",13,89,"Cross-basin",14.6067415730337
"2996",6,89,"Cross-basin",6.74157303370786
"2997",10,89,"Cross-basin",11.2359550561798
"2998",12,89,"Cross-basin",13.4831460674157
"2999",10,89,"Cross-basin",11.2359550561798
"3000",8,89,"Cross-basin",8.98876404494382
"3001",15,89,"Cross-basin",16.8539325842697
"3002",10,89,"Cross-basin",11.2359550561798
"3003",11,89,"Cross-basin",12.3595505617978
"3004",9,89,"Cross-basin",10.1123595505618
"3005",12,89,"Cross-basin",13.4831460674157
"3006",14,89,"Cross-basin",15.7303370786517
"3007",10,89,"Cross-basin",11.2359550561798
"3008",13,89,"Cross-basin",14.6067415730337
"3009",8,89,"Cross-basin",8.98876404494382
"3010",7,89,"Cross-basin",7.86516853932584
"3011",16,89,"Cross-basin",17.9775280898876
"3012",11,89,"Cross-basin",12.3595505617978
"3013",15,89,"Cross-basin",16.8539325842697
"3014",18,89,"Cross-basin",20.2247191011236
"3015",14,89,"Cross-basin",15.7303370786517
"3016",12,89,"Cross-basin",13.4831460674157
"3017",9,89,"Cross-basin",10.1123595505618
"3018",11,89,"Cross-basin",12.3595505617978
"3019",10,89,"Cross-basin",11.2359550561798
"3020",12,89,"Cross-basin",13.4831460674157
"3021",11,89,"Cross-basin",12.3595505617978
"3022",12,89,"Cross-basin",13.4831460674157
"3023",11,89,"Cross-basin",12.3595505617978
"3024",8,89,"Cross-basin",8.98876404494382
"3025",10,89,"Cross-basin",11.2359550561798
"3026",11,89,"Cross-basin",12.3595505617978
"3027",11,89,"Cross-basin",12.3595505617978
"3028",13,89,"Cross-basin",14.6067415730337
"3029",9,89,"Cross-basin",10.1123595505618
"3030",12,89,"Cross-basin",13.4831460674157
"3031",6,89,"Cross-basin",6.74157303370786
"3032",12,89,"Cross-basin",13.4831460674157
"3033",10,89,"Cross-basin",11.2359550561798
"3034",8,89,"Cross-basin",8.98876404494382
"3035",9,89,"Cross-basin",10.1123595505618
"3036",11,89,"Cross-basin",12.3595505617978
"3037",11,89,"Cross-basin",12.3595505617978
"3038",17,89,"Cross-basin",19.1011235955056
"3039",13,89,"Cross-basin",14.6067415730337
"3040",16,89,"Cross-basin",17.9775280898876
"3041",12,89,"Cross-basin",13.4831460674157
"3042",14,89,"Cross-basin",15.7303370786517
"3043",15,89,"Cross-basin",16.8539325842697
"3044",18,89,"Cross-basin",20.2247191011236
"3045",7,89,"Cross-basin",7.86516853932584
"3046",14,89,"Cross-basin",15.7303370786517
"3047",10,89,"Cross-basin",11.2359550561798
"3048",10,89,"Cross-basin",11.2359550561798
"3049",15,89,"Cross-basin",16.8539325842697
"3050",12,89,"Cross-basin",13.4831460674157
"3051",13,89,"Cross-basin",14.6067415730337
"3052",14,89,"Cross-basin",15.7303370786517
"3053",11,89,"Cross-basin",12.3595505617978
"3054",10,89,"Cross-basin",11.2359550561798
"3055",14,89,"Cross-basin",15.7303370786517
"3056",13,89,"Cross-basin",14.6067415730337
"3057",7,89,"Cross-basin",7.86516853932584
"3058",13,89,"Cross-basin",14.6067415730337
"3059",12,89,"Cross-basin",13.4831460674157
"3060",7,89,"Cross-basin",7.86516853932584
"3061",14,89,"Cross-basin",15.7303370786517
"3062",13,89,"Cross-basin",14.6067415730337
"3063",17,89,"Cross-basin",19.1011235955056
"3064",17,89,"Cross-basin",19.1011235955056
"3065",9,89,"Cross-basin",10.1123595505618
"3066",6,89,"Cross-basin",6.74157303370786
"3067",12,89,"Cross-basin",13.4831460674157
"3068",13,89,"Cross-basin",14.6067415730337
"3069",10,89,"Cross-basin",11.2359550561798
"3070",10,89,"Cross-basin",11.2359550561798
"3071",15,89,"Cross-basin",16.8539325842697
"3072",11,89,"Cross-basin",12.3595505617978
"3073",12,89,"Cross-basin",13.4831460674157
"3074",13,89,"Cross-basin",14.6067415730337
"3075",14,89,"Cross-basin",15.7303370786517
"3076",11,89,"Cross-basin",12.3595505617978
"3077",10,89,"Cross-basin",11.2359550561798
"3078",12,89,"Cross-basin",13.4831460674157
"3079",6,89,"Cross-basin",6.74157303370786
"3080",10,89,"Cross-basin",11.2359550561798
"3081",19,89,"Cross-basin",21.3483146067416
"3082",11,89,"Cross-basin",12.3595505617978
"3083",8,89,"Cross-basin",8.98876404494382
"3084",12,89,"Cross-basin",13.4831460674157
"3085",12,89,"Cross-basin",13.4831460674157
"3086",9,89,"Cross-basin",10.1123595505618
"3087",16,89,"Cross-basin",17.9775280898876
"3088",9,89,"Cross-basin",10.1123595505618
"3089",13,89,"Cross-basin",14.6067415730337
"3090",14,89,"Cross-basin",15.7303370786517
"3091",9,89,"Cross-basin",10.1123595505618
"3092",9,89,"Cross-basin",10.1123595505618
"3093",18,89,"Cross-basin",20.2247191011236
"3094",12,89,"Cross-basin",13.4831460674157
"3095",11,89,"Cross-basin",12.3595505617978
"3096",11,89,"Cross-basin",12.3595505617978
"3097",15,89,"Cross-basin",16.8539325842697
"3098",11,89,"Cross-basin",12.3595505617978
"3099",11,89,"Cross-basin",12.3595505617978
"3100",14,89,"Cross-basin",15.7303370786517
"3101",9,89,"Cross-basin",10.1123595505618
"3102",10,89,"Cross-basin",11.2359550561798
"3103",10,89,"Cross-basin",11.2359550561798
"3104",7,89,"Cross-basin",7.86516853932584
"3105",13,89,"Cross-basin",14.6067415730337
"3106",11,89,"Cross-basin",12.3595505617978
"3107",11,89,"Cross-basin",12.3595505617978
"3108",5,89,"Cross-basin",5.61797752808989
"3109",10,89,"Cross-basin",11.2359550561798
"3110",11,89,"Cross-basin",12.3595505617978
"3111",12,89,"Cross-basin",13.4831460674157
"3112",10,89,"Cross-basin",11.2359550561798
"3113",11,89,"Cross-basin",12.3595505617978
"3114",13,89,"Cross-basin",14.6067415730337
"3115",9,89,"Cross-basin",10.1123595505618
"3116",12,89,"Cross-basin",13.4831460674157
"3117",13,89,"Cross-basin",14.6067415730337
"3118",14,89,"Cross-basin",15.7303370786517
"3119",6,89,"Cross-basin",6.74157303370786
"3120",16,89,"Cross-basin",17.9775280898876
"3121",8,89,"Cross-basin",8.98876404494382
"3122",15,89,"Cross-basin",16.8539325842697
"3123",16,89,"Cross-basin",17.9775280898876
"3124",15,89,"Cross-basin",16.8539325842697
"3125",9,89,"Cross-basin",10.1123595505618
"3126",11,89,"Cross-basin",12.3595505617978
"3127",11,89,"Cross-basin",12.3595505617978
"3128",11,89,"Cross-basin",12.3595505617978
"3129",15,89,"Cross-basin",16.8539325842697
"3130",10,89,"Cross-basin",11.2359550561798
"3131",12,89,"Cross-basin",13.4831460674157
"3132",11,89,"Cross-basin",12.3595505617978
"3133",9,89,"Cross-basin",10.1123595505618
"3134",12,89,"Cross-basin",13.4831460674157
"3135",11,89,"Cross-basin",12.3595505617978
"3136",9,89,"Cross-basin",10.1123595505618
"3137",6,89,"Cross-basin",6.74157303370786
"3138",10,89,"Cross-basin",11.2359550561798
"3139",8,89,"Cross-basin",8.98876404494382
"3140",12,89,"Cross-basin",13.4831460674157
"3141",13,89,"Cross-basin",14.6067415730337
"3142",10,89,"Cross-basin",11.2359550561798
"3143",19,89,"Cross-basin",21.3483146067416
"3144",9,89,"Cross-basin",10.1123595505618
"3145",12,89,"Cross-basin",13.4831460674157
"3146",17,89,"Cross-basin",19.1011235955056
"3147",14,89,"Cross-basin",15.7303370786517
"3148",11,89,"Cross-basin",12.3595505617978
"3149",9,89,"Cross-basin",10.1123595505618
"3150",11,89,"Cross-basin",12.3595505617978
"3151",11,89,"Cross-basin",12.3595505617978
"3152",11,89,"Cross-basin",12.3595505617978
"3153",9,89,"Cross-basin",10.1123595505618
"3154",12,89,"Cross-basin",13.4831460674157
"3155",17,89,"Cross-basin",19.1011235955056
"3156",12,89,"Cross-basin",13.4831460674157
"3157",14,89,"Cross-basin",15.7303370786517
"3158",11,89,"Cross-basin",12.3595505617978
"3159",7,89,"Cross-basin",7.86516853932584
"3160",15,89,"Cross-basin",16.8539325842697
"3161",16,89,"Cross-basin",17.9775280898876
"3162",10,89,"Cross-basin",11.2359550561798
"3163",5,89,"Cross-basin",5.61797752808989
"3164",10,89,"Cross-basin",11.2359550561798
"3165",8,89,"Cross-basin",8.98876404494382
"3166",11,89,"Cross-basin",12.3595505617978
"3167",17,89,"Cross-basin",19.1011235955056
"3168",12,89,"Cross-basin",13.4831460674157
"3169",10,89,"Cross-basin",11.2359550561798
"3170",15,89,"Cross-basin",16.8539325842697
"3171",14,89,"Cross-basin",15.7303370786517
"3172",10,89,"Cross-basin",11.2359550561798
"3173",16,89,"Cross-basin",17.9775280898876
"3174",8,89,"Cross-basin",8.98876404494382
"3175",13,89,"Cross-basin",14.6067415730337
"3176",10,89,"Cross-basin",11.2359550561798
"3177",10,89,"Cross-basin",11.2359550561798
"3178",14,89,"Cross-basin",15.7303370786517
"3179",9,89,"Cross-basin",10.1123595505618
"3180",16,89,"Cross-basin",17.9775280898876
"3181",14,89,"Cross-basin",15.7303370786517
"3182",17,89,"Cross-basin",19.1011235955056
"3183",12,89,"Cross-basin",13.4831460674157
"3184",5,89,"Cross-basin",5.61797752808989
"3185",9,89,"Cross-basin",10.1123595505618
"3186",11,89,"Cross-basin",12.3595505617978
"3187",9,89,"Cross-basin",10.1123595505618
"3188",9,89,"Cross-basin",10.1123595505618
"3189",11,89,"Cross-basin",12.3595505617978
"3190",14,89,"Cross-basin",15.7303370786517
"3191",7,89,"Cross-basin",7.86516853932584
"3192",13,89,"Cross-basin",14.6067415730337
"3193",9,89,"Cross-basin",10.1123595505618
"3194",14,89,"Cross-basin",15.7303370786517
"3195",11,89,"Cross-basin",12.3595505617978
"3196",10,89,"Cross-basin",11.2359550561798
"3197",12,89,"Cross-basin",13.4831460674157
"3198",12,89,"Cross-basin",13.4831460674157
"3199",8,89,"Cross-basin",8.98876404494382
"3200",13,89,"Cross-basin",14.6067415730337
"3201",10,89,"Cross-basin",11.2359550561798
"3202",7,89,"Cross-basin",7.86516853932584
"3203",13,89,"Cross-basin",14.6067415730337
"3204",11,89,"Cross-basin",12.3595505617978
"3205",12,89,"Cross-basin",13.4831460674157
"3206",15,89,"Cross-basin",16.8539325842697
"3207",11,89,"Cross-basin",12.3595505617978
"3208",12,89,"Cross-basin",13.4831460674157
"3209",8,89,"Cross-basin",8.98876404494382
"3210",14,89,"Cross-basin",15.7303370786517
"3211",14,89,"Cross-basin",15.7303370786517
"3212",11,89,"Cross-basin",12.3595505617978
"3213",8,89,"Cross-basin",8.98876404494382
"3214",11,89,"Cross-basin",12.3595505617978
"3215",10,89,"Cross-basin",11.2359550561798
"3216",14,89,"Cross-basin",15.7303370786517
"3217",10,89,"Cross-basin",11.2359550561798
"3218",12,89,"Cross-basin",13.4831460674157
"3219",8,89,"Cross-basin",8.98876404494382
"3220",15,89,"Cross-basin",16.8539325842697
"3221",11,89,"Cross-basin",12.3595505617978
"3222",8,89,"Cross-basin",8.98876404494382
"3223",17,89,"Cross-basin",19.1011235955056
"3224",13,89,"Cross-basin",14.6067415730337
"3225",15,89,"Cross-basin",16.8539325842697
"3226",15,89,"Cross-basin",16.8539325842697
"3227",11,89,"Cross-basin",12.3595505617978
"3228",11,89,"Cross-basin",12.3595505617978
"3229",7,89,"Cross-basin",7.86516853932584
"3230",10,89,"Cross-basin",11.2359550561798
"3231",9,89,"Cross-basin",10.1123595505618
"3232",13,89,"Cross-basin",14.6067415730337
"3233",6,89,"Cross-basin",6.74157303370786
"3234",9,89,"Cross-basin",10.1123595505618
"3235",16,89,"Cross-basin",17.9775280898876
